ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
1869,56,24998.8328392634,0.06402711929968716,1,1262,14526,1506,14770
1870,55,27769.152122709525,0.10979298411504426,1,191,5931,2183,7923
1871,53,26892.753182055814,0.08697382099460321,1,1047,8411,2908,10272
1872,27,20194.137115518013,0.22939089989471093,0,23,0,0,-23
1873,68,28807.873007050686,0.09928602673221658,1,438,30067,1335,30964
1874,46,23759.563321981765,0.008653606124784904,1,221,5670,1616,7065
1875,39,20311.17261683437,0.25174991114350187,1,125,6297,1612,7784
1876,36,36826.89632109296,0.04084640779169121,1,265,7357,3329,10421
1877,40,25313.93698036093,0.1752560748134397,1,231,6097,1994,7860
1878,26,27404.044770294007,0.013816443980285049,1,186,6219,11267,17300
1879,38,45167.58227314563,0.47489406339109747,0,33,0,0,-33
1880,74,32146.410511149672,0.018556426284451245,1,211,8479,1627,9895
1881,24,24081.45326901724,0.0898067188714004,1,767,7751,1396,8380
1882,30,53721.93257860227,0.03819000721911976,0,39,0,0,-39
1883,56,33816.06234307996,0.02573880662008588,0,22,0,0,-22
1884,30,30034.427877348055,0.17881419103718205,1,414,37068,2141,38795
1885,28,25951.179986148047,0.08584489003887366,1,311,12222,2222,14133
1886,18,41858.05802276294,0.11712051886843164,1,316,7423,1563,8670
1887,63,109990.7906688468,0.3032128215028142,1,389,12646,1650,13907
1888,26,24019.31084634298,0.0449210692537801,1,578,5464,1741,6627
1889,18,31534.704320204884,0.23673210901137876,1,48,18784,2256,20992
1890,37,21594.734452502813,0.060227807903983445,0,59,0,0,-59
1891,24,20393.33144727074,0.06907184632805148,1,679,6899,2739,8959
1892,46,22368.15107475474,0.007441287456619142,1,420,5385,1352,6317
1893,26,21042.308626346807,0.12907043859169498,0,96,0,0,-96
1894,24,21941.847554250042,0.08016615015412226,1,254,13487,1694,14927
1895,18,22501.6853404111,0.21978271766749138,1,2195,5304,1679,4788
1896,27,26703.114889713343,0.026703999109949455,0,152,0,0,-152
1897,28,33621.75777076061,0.005025159180743302,1,42,5953,1964,7875
1898,42,25524.39756199075,0.07817609232223839,1,1216,7845,1685,8314
1899,49,22319.181331824704,0.03143227578856696,0,16,0,0,-16
1900,28,28812.63776024786,0.007728725694926355,1,84,9288,2085,11289
1901,18,38917.30489821075,0.40506178947118976,1,234,5656,1589,7011
1902,20,26706.34245857475,0.12441935899507886,1,420,9205,1541,10326
1903,46,23172.41988392917,0.19614152345832264,1,1896,9831,1961,9896
1904,26,20570.15906831981,0.2366999092822689,0,39,0,0,-39
1905,74,24166.098353286452,0.019810730893187495,1,343,5628,1601,6886
1906,50,27824.801284539364,0.2634820572224691,1,550,5318,2009,6777
1907,23,23757.640260478845,0.01680495311326561,1,271,5451,2410,7590
1908,47,20774.74157095342,0.03814960715676057,1,130,6648,2099,8617
1909,18,24177.472710250884,0.05350791374506144,1,466,8053,3583,11170
1910,25,36144.99811848841,0.0537818684114999,1,658,22268,1420,23030
1911,30,25194.858238708402,0.11122182922260959,1,265,9639,1601,10975
1912,61,21053.38590850732,0.14251761801174295,0,35,0,0,-35
1913,48,88668.23657843574,0.11599327930841448,1,392,26465,1998,28071
1914,70,33278.66360205609,0.42951133166363276,0,268,0,0,-268
1915,25,21140.544222822853,0.034376528764864,1,66,5856,1905,7695
1916,39,26100.49735600006,0.08827708779540244,1,432,6958,1678,8204
1917,29,29443.193697317227,0.005016351401176473,1,628,7073,1826,8271
1918,28,20664.68698675271,0.006361335585203803,1,674,20810,1371,21507
1919,74,29958.493056678566,0.148289581883321,1,213,8038,4524,12349
1920,32,20130.488171480774,0.020022360509402037,0,66,0,0,-66
1921,59,21740.909279142605,0.0909511410213599,0,31,0,0,-31
1922,39,23695.67862911882,0.027260443424635628,1,189,30289,1666,31766
1923,42,48865.82238906728,0.0021237883666913137,1,1281,7200,2656,8575
1924,36,38884.080125827095,0.07651782528764337,1,566,6942,2214,8590
1925,73,42002.19861369075,0.14151427763518826,1,624,5269,2649,7294
1926,20,32557.443396307463,0.057199205665171504,1,470,6976,3727,10233
1927,25,20035.523701736503,0.04969456973280979,1,199,9236,2769,11806
1928,23,21768.97733887269,0.2622394467142443,1,922,5395,1988,6461
1929,43,28080.14199910355,0.04797624444517525,1,39,5560,1669,7190
1930,24,22154.04537851104,0.07611602401581001,0,371,0,0,-371
1931,31,22277.286683068633,0.0567066516499075,0,69,0,0,-69
1932,41,49110.078925108435,0.0001128687872172732,1,575,14320,2561,16306
1933,43,29815.78398789229,0.09913623282933608,1,1305,5664,2399,6758
1934,58,21358.50577276505,0.17966744789013092,1,195,7782,2183,9770
1935,18,22261.073906486392,0.200262569683993,0,9,0,0,-9
1936,27,20409.974240433352,0.3730487702227672,1,57,9970,1714,11627
1937,23,42254.6135885407,0.016140916847428615,1,1104,8788,1422,9106
1938,50,37356.8435337541,0.03723043678842848,1,369,10261,1580,11472
1939,67,27045.518618186128,0.00987029646400563,1,1779,6266,1961,6448
1940,60,30869.81034812296,0.05119772960127385,1,1061,12107,1392,12438
1941,57,26444.538772780867,0.03443520271889498,1,550,6713,1371,7534
1942,60,20440.454366012338,0.027297108959602558,1,941,14401,1542,15002
1943,25,31027.46241235629,0.3510835235452418,1,391,27569,14778,41956
1944,20,28200.55867009815,0.0007311051858406083,1,206,8005,1778,9577
1945,66,45091.60939930438,0.03962378864608469,1,1231,9734,1360,9863
1946,36,20249.128099088302,0.041247392695364406,0,1,0,0,-1
1947,64,22262.235901021293,0.05374723286484958,1,30,6885,1790,8645
1948,36,20513.756549433954,0.033819056340039504,0,32,0,0,-32
1949,32,49471.5857243137,0.4030557515808269,1,400,6233,1497,7330
1950,58,45363.912929633276,0.010048717270838949,1,659,5622,1358,6321
1951,37,65472.31045131033,0.009628909755836529,1,399,9075,1520,10196
1952,63,33731.02273420496,0.14396116663332206,1,656,7214,1622,8180
1953,32,28932.356344557993,0.2163987179284335,1,276,6986,1555,8265
1954,75,23630.01705094398,0.196195346322122,1,337,5255,2860,7778
1955,18,31459.011613114933,0.20356214690828273,1,206,12055,1367,13216
1956,21,28464.54144759821,0.06960324379780666,1,122,6865,1541,8284
1957,19,48253.713476142715,0.025726383009068175,1,889,10803,3843,13757
1958,60,22235.121214063078,0.14061249361357786,1,926,7597,1368,8039
1959,34,20554.161980602246,0.03512588924871133,1,677,7962,2082,9367
1960,61,39740.16570636478,0.03511597597282286,1,89,5585,1374,6870
1961,35,28682.032477489407,0.04719307734250955,1,77,9393,1418,10734
1962,35,24406.04735117913,0.3332035321693593,1,540,5560,1379,6399
1963,18,31681.519734735324,0.11796335825954726,0,366,0,0,-366
1964,20,21093.77993057505,0.1540055457498747,0,86,0,0,-86
1965,41,20808.06536642438,0.01169647224748627,1,221,5407,1795,6981
1966,25,23224.686960329465,0.06497210989064948,1,46,6456,1746,8156
1967,40,29835.13533412654,0.22126343342485544,1,951,5473,1717,6239
1968,20,36278.79384282659,0.06764124968655305,1,421,7602,1362,8543
1969,27,21460.027545673656,0.08513785141108351,1,277,5310,1398,6431
1970,18,25862.824709775206,0.19301017863335904,1,483,13654,1744,14915
1971,59,25503.294060693133,0.30694540250776925,1,434,14849,1415,15830
1972,58,38494.074268975906,0.07190452235174655,1,213,18427,1775,19989
1973,23,51220.67925975653,0.05930395621812785,1,223,6461,1812,8050
1974,46,24167.718311184046,0.07197875976787187,0,7,0,0,-7
1975,74,24054.63705549544,0.3802279092971094,1,1243,18294,4021,21072
1976,32,21172.398817555666,0.4381642692947266,1,91,6626,2184,8719
1977,32,41795.462742421965,0.08161179965165194,1,269,35647,1515,36893
1978,55,20292.566407811617,0.222791738555878,1,725,18598,1568,19441
1979,24,25434.60827835003,0.04765680416963395,1,396,7050,1456,8110
1980,47,59974.125122274476,0.09197592290528471,1,119,5373,1383,6637
1981,21,27774.41608766354,0.02949312748370468,1,438,6205,1337,7104
1982,18,23645.241854451582,0.26726572278415744,1,331,8420,2050,10139
1983,22,30299.533927468234,0.17474935405776912,1,190,8593,3382,11785
1984,65,20361.562962293225,0.17614573006645942,1,621,7752,2312,9443
1985,21,23020.282941095928,0.46201428213259926,0,28,0,0,-28
1986,19,59394.78055572582,0.2579202544663359,0,149,0,0,-149
1987,29,38704.12694998784,0.05761405085906193,1,646,12035,1395,12784
1988,56,21904.755754535963,0.14064401614536326,1,414,5373,1452,6411
1989,19,21835.627586129744,0.03319757516992923,1,212,19300,2532,21620
1990,21,32018.96075311652,0.0870802280143526,1,401,10689,3675,13963
1991,25,20000.26267823866,0.014456936928026024,1,165,7049,1861,8745
1992,45,26175.524474425983,0.010621972005132175,1,77,9946,2181,12050
1993,34,59420.72315177033,0.19172202584878612,1,498,5297,1412,6211
1994,30,62839.16319006091,0.23779584795471417,0,48,0,0,-48
1995,38,34862.132881424,0.022622647537058158,1,151,5875,2752,8476
1996,18,34022.781107175644,0.0824056767428663,1,405,5741,1708,7044
1997,63,20459.92347621042,0.3281848403572376,1,476,5250,2948,7722
1998,30,26058.33835064709,0.1048700506773808,1,981,5635,1848,6502
1999,49,35021.38681765611,0.16880619091031998,1,743,7206,1807,8270
2000,53,22276.015119385836,0.07422949104889642,1,334,10924,2072,12662
2001,34,37539.65929685383,0.22105810147062355,1,587,6173,3168,8754
2002,44,22996.68236720669,0.31198750328035807,1,123,10789,2206,12872
2003,29,25620.24933501065,0.08165463029510918,1,440,17674,1585,18819
2004,36,32873.112243846146,0.06352091233533137,1,12,16010,1741,17739
2005,29,52389.41370610913,0.030908612992678497,1,148,9759,4006,13617
2006,32,36724.452103566604,0.14157832290921835,1,898,10113,2038,11253
2007,19,20237.511901345577,0.07918267405026023,0,0,0,0,0
2008,30,20590.790781246244,0.00912880430772294,0,40,0,0,-40
2009,34,26670.083020293714,0.340370980236245,1,264,5496,1838,7070
2010,54,39787.89785553943,0.0961861362128752,1,1181,5894,1693,6406
2011,24,21900.108124937728,0.06615893904392811,1,553,7339,2195,8981
2012,25,27551.896305282164,0.17001078194455302,1,2221,5711,1680,5170
2013,64,28304.324329021405,0.034117545832685135,1,839,11422,1386,11969
2014,34,25882.816154367287,0.5348777867744655,0,47,0,0,-47
2015,39,22089.9863466669,0.07734987062013972,1,241,9006,1512,10277
2016,18,21510.632422756433,0.22970588467179143,1,761,8864,2176,10279
2017,33,29139.063064143746,0.03851534926915082,1,202,5293,1408,6499
2018,56,20700.786826535706,0.13867448699252183,1,72,6127,2473,8528
2019,49,28776.14080341358,0.1428781657875094,0,37,0,0,-37
2020,70,33087.92250210626,0.03969116723771396,1,40,6240,2444,8644
2021,43,41561.15466348127,0.1395169649303771,1,224,16480,1569,17825
2022,50,21916.94478090365,0.0617184562956504,1,656,15310,1707,16361
2023,75,22143.8009790214,0.03826735179977104,1,229,14561,2023,16355
2024,34,21148.77078745334,0.12747243182281226,1,167,5262,1469,6564
2025,30,36918.950071776184,0.00820750531092809,1,1549,9586,1413,9450
2026,47,31649.373497640718,0.04261353139257856,1,828,8632,1464,9268
2027,59,25531.706668608254,0.04885132772805903,1,189,10620,1851,12282
2028,31,21022.49189622126,0.306397960163472,1,1505,6469,1453,6417
2029,22,22634.77117960435,0.11408458218924673,1,255,11186,2413,13344
2030,52,24850.84563151445,0.10203670353759114,1,4,10132,1497,11625
2031,68,20097.98619191387,0.05361950938959499,1,790,11608,1420,12238
2032,51,21325.279681492422,0.023164720198937533,1,544,7087,1526,8069
2033,55,70649.15079642425,0.09595157963436597,1,400,6428,1428,7456
2034,28,21217.59784684484,0.05520153097867477,1,104,5329,1466,6691
2035,58,20781.87774831594,0.17546339618172874,1,718,7808,1417,8507
2036,59,23644.3523388305,0.10089653316664692,1,906,6774,1395,7263
2037,48,25302.42381776983,0.5139788057542475,0,85,0,0,-85
2038,38,20957.666134877494,0.23690890654326038,1,79,10711,2181,12813
2039,70,23277.620050202244,0.08258350122298642,1,566,5839,1743,7016
2040,22,42044.640449252154,0.2453311333545334,1,1382,5266,1432,5316
2041,44,42686.5287070543,0.3434626067418087,1,417,7747,1395,8725
2042,29,21878.44531677036,0.4225974115497401,1,1792,8011,2012,8231
2043,21,22891.66654764661,0.015494043195337785,1,71,5931,1384,7244
2044,26,20965.4025765919,0.05055799367243937,1,624,10681,1367,11424
2045,27,20138.11305848253,0.20148858211870213,1,2092,7110,1520,6538
2046,54,27813.775026383384,0.06444848469359646,1,545,26524,1349,27328
2047,29,21856.234780066185,0.04887511970257609,1,785,8129,2017,9361
2048,52,23455.96722735443,0.1872128223226212,1,811,6757,4138,10084
2049,29,34571.19470820926,0.2578330969199972,0,49,0,0,-49
2050,18,61252.643253285474,0.30918031923536404,1,753,6302,1654,7203
2051,21,33740.44306793034,0.04696153117317844,1,623,20191,1895,21463
2052,29,22432.815166378816,0.021303153721706804,1,30,12069,2201,14240
2053,30,31814.648703398216,0.03362404592204941,1,679,7361,1539,8221
2054,59,49839.99676340098,0.08550699031476504,1,228,13429,1535,14736
2055,41,27189.09642967592,0.07614727487290429,1,519,33808,1341,34630
2056,35,40194.53141663179,0.43723061250810746,0,154,0,0,-154
2057,20,33606.851735966695,0.10844226599347907,1,82,5852,3281,9051
2058,73,33136.990473370104,0.03795897405664475,1,305,6412,1573,7680
2059,22,20354.867491653582,0.3210468529464459,1,95,18064,1381,19350
2060,42,22198.997809045173,0.04759061340655499,1,756,5832,2447,7523
2061,30,38997.017150905776,0.030411263504621696,1,264,7000,1494,8230
2062,70,52600.260699155064,0.0933973393457036,1,373,8444,1353,9424
2063,24,37920.10771783747,0.16260138551179665,1,2831,10701,3447,11317
2064,59,25581.528103849443,0.009122230034377581,1,648,12599,1793,13744
2065,43,78712.7479931992,0.23394621173752797,1,193,7919,2105,9831
2066,20,58666.873908516696,0.0602678402759315,1,153,14285,1733,15865
2067,19,22245.31222675524,0.021837846828776503,1,504,5965,1363,6824
2068,24,20630.600769747085,0.10904697078468827,1,290,5887,1787,7384
2069,34,27382.575385674878,0.15116547996355767,0,45,0,0,-45
2070,53,30795.362433902093,0.07232584108552101,1,309,5962,2458,8111
2071,31,59395.893090451056,0.09884070409880187,1,482,5588,1555,6661
2072,54,29535.939540448733,0.03036321006810258,1,834,5669,2322,7157
2073,68,36365.184691846385,0.050832886894064844,1,216,7138,1979,8901
2074,56,32170.96951298637,0.2603858216194605,1,100,6497,1461,7858
2075,21,43687.0335442921,0.01786284279495397,1,2493,19392,1664,18563
2076,37,27218.585013040494,0.09695093499463384,1,61,6263,1674,7876
2077,26,20206.495429505994,0.00319086826209993,1,81,5802,1409,7130
2078,27,20593.48469715662,0.024301144286042617,1,664,8765,1431,9532
2079,60,39582.278719511116,0.0017282986434052818,1,987,6324,3026,8363
2080,27,23814.704679678696,0.42441637260193116,0,27,0,0,-27
2081,22,39462.93728279224,0.22512787967659373,1,57,11113,1667,12723
2082,21,33077.39184328006,0.3518400081478335,0,17,0,0,-17
2083,22,20026.731754182027,0.04021277361990763,1,51,11414,1386,12749
2084,33,73117.93012301387,0.02484493264309657,0,59,0,0,-59
2085,23,30577.386557986843,0.25753309692198306,1,1008,9713,1458,10163
2086,20,20684.65204144595,0.2840791911158602,0,55,0,0,-55
2087,23,33318.747991716264,0.09109395140800926,0,7,0,0,-7
2088,29,22688.953242041178,0.1269568661620859,1,298,5559,1357,6618
2089,25,27188.99417794807,0.10932483669992314,1,209,23893,1605,25289
2090,43,26297.389369674886,0.14145232947766304,0,69,0,0,-69
2091,56,29303.62814802163,0.05577855994512328,0,25,0,0,-25
2092,23,22507.60111923148,0.18443609306061348,1,315,6463,1699,7847
2093,20,22370.79938429431,0.046348395992814144,1,1119,20367,1524,20772
2094,59,20063.545502912042,0.23529336819092592,0,7,0,0,-7
2095,43,21545.094407922115,0.16282328264574492,0,13,0,0,-13
2096,56,22829.699343740333,0.047193897509578364,1,68,6188,1509,7629
2097,36,24011.687545421075,0.12149452877791823,1,129,5504,1390,6765
2098,47,28751.411074575753,0.7177035415763717,0,96,0,0,-96
2099,42,31093.086806975985,0.07606962930054413,0,58,0,0,-58
2100,49,21653.784952548598,0.0047236529082866656,1,230,5515,1393,6678
2101,23,27474.902855077424,0.2181712449669803,1,962,5457,1499,5994
2102,61,20674.986822842216,0.012906089940123582,1,166,9662,1982,11478
2103,32,33511.93061795194,0.00879397682269865,1,104,9977,2618,12491
2104,38,31696.458365365375,0.11977340450322432,0,26,0,0,-26
2105,32,22131.516352049868,0.04546786226564741,1,422,6090,1951,7619
2106,49,32077.00337515088,0.13939659529651943,1,256,8568,5176,13488
2107,26,55473.64621107288,0.042110095611878784,1,210,44832,1790,46412
2108,49,35480.01049543647,0.06211145828039319,1,217,5416,1505,6704
2109,60,25649.66282993568,0.03595464577634551,0,29,0,0,-29
2110,21,20851.901906825555,0.07159188354334962,1,271,6511,1586,7826
2111,64,28189.063482009384,0.11890607613566916,1,147,7444,1447,8744
2112,26,23516.046912235455,0.04292274462432918,1,302,6610,1471,7779
2113,26,28628.233588040333,0.1814543060215093,1,888,6988,1684,7784
2114,19,20134.01239971934,0.3015994733049611,1,524,6475,1676,7627
2115,30,29413.743182824433,0.24412913848336715,0,68,0,0,-68
2116,32,22773.63057344311,0.3223328046977429,1,426,6299,1926,7799
2117,45,24386.04645447157,0.06867291126427448,1,668,7012,1339,7683
2118,43,21412.633661630163,0.061588385857497034,1,200,11508,1333,12641
2119,37,22579.235752267778,0.003208613282925282,1,971,7516,1421,7966
2120,70,30028.175188134963,0.11955915269855429,1,515,8001,2858,10344
2121,21,24116.951029052674,0.2734683107067834,1,598,7137,1376,7915
2122,35,22531.677620265193,0.018809801150644404,1,494,17061,2407,18974
2123,19,20697.999147713403,0.2588085474322978,1,342,7417,3224,10299
2124,37,24484.594636728954,0.15375963717555324,1,788,8591,1513,9316
2125,63,26172.61056468005,0.00542420797627111,1,1372,8129,1912,8669
2126,71,45745.681472534125,0.06412847833920982,1,544,7509,2464,9429
2127,47,20477.351514438742,0.1857442114084248,1,454,13119,1423,14088
2128,21,24161.566650182063,0.06053274043254747,1,146,12232,2274,14360
2129,47,23295.042557607798,0.07448349083878077,1,437,8000,1366,8929
2130,19,44596.53373963505,0.0865086434982752,1,886,9445,1922,10481
2131,20,30811.85667655848,0.15023954227078717,1,260,5247,2135,7122
2132,22,20968.710836190257,0.14970411254316784,1,135,6519,1441,7825
2133,28,60844.26099128071,0.6175400305848228,0,86,0,0,-86
2134,48,20543.051208297406,0.07788735354143549,1,140,6079,3382,9321
2135,40,20948.828327393472,0.22713131942069217,1,458,9527,2033,11102
2136,21,62994.695443548066,0.09120841298947446,1,680,5498,1334,6152
2137,41,21639.152453296443,0.11095159671608827,1,248,5906,1890,7548
2138,22,51303.22871833385,0.38501189528488194,1,591,9697,1697,10803
2139,18,40079.836228477005,0.14602240780375383,1,396,28156,4289,32049
2140,28,22500.47738648482,0.16072674876535334,1,414,8376,1586,9548
2141,50,31022.842564480874,0.1209530145040809,1,625,8889,2173,10437
2142,57,21370.617338719145,0.08977331069092544,1,614,6467,1569,7422
2143,67,32441.798342724123,0.04561921032235977,1,516,6292,1338,7114
2144,40,38837.881138978155,0.10035823774330353,1,173,5438,1354,6619
2145,37,22466.538597925195,0.003998593139858105,1,2011,7482,1410,6881
2146,53,22120.2986319193,0.06385808528823557,1,341,6323,1509,7491
2147,33,24190.7412639972,0.0868325751166863,1,294,5545,1477,6728
2148,24,21362.042585606247,0.10528944133805146,1,733,6188,1434,6889
2149,49,21185.220071702635,0.13950813798357936,1,490,6026,1764,7300
2150,26,38874.72228301655,0.28562133564165726,1,554,9440,1353,10239
2151,19,51544.79036445923,0.38869847987101785,1,99,10500,1438,11839
2152,25,22841.10123973733,0.1539601011459986,1,680,7750,1406,8476
2153,24,29760.612123981493,0.44728570174585963,0,68,0,0,-68
2154,25,25586.520128427997,0.046220429115274735,1,589,13046,1346,13803
2155,58,26252.246087082876,0.3073003314537433,1,2156,6273,1807,5924
2156,40,22980.06883555743,0.051767903109708,1,276,5679,4229,9632
2157,39,23048.75489372328,0.05480818237231223,1,1074,6409,1950,7285
2158,49,27784.709851952724,0.08787373779139339,1,228,6348,1924,8044
2159,19,20096.222780214775,0.08347910499587069,1,971,5386,3422,7837
2160,18,20334.470414983556,0.18621484983309725,0,52,0,0,-52
2161,23,21413.433031511322,0.11476368041562701,1,124,28375,1774,30025
2162,40,26766.45006644594,0.16020055821933235,0,61,0,0,-61
2163,36,22330.722637884897,0.04980825172559604,0,7,0,0,-7
2164,37,20414.69941707741,0.35136341586858266,0,30,0,0,-30
2165,34,23638.334990757656,0.08150188739297627,0,14,0,0,-14
2166,73,26825.368573896965,0.2430504030330175,1,30,5730,1697,7397
2167,44,41064.16209882004,0.142499535726432,0,46,0,0,-46
2168,58,20398.632798616338,0.06334810996683755,1,111,6174,3646,9709
2169,63,33694.70963985202,0.3012382730135842,1,1444,5485,1354,5395
2170,38,30559.41640344769,0.18760255539655304,1,584,5664,1867,6947
2171,30,20907.95172876701,0.009870881068606388,1,680,6591,1368,7279
2172,68,25097.324118025426,0.0916314270400314,1,456,7040,1494,8078
2173,26,31922.7599675359,0.011665097770910158,1,1492,5704,1378,5590
2174,61,34062.748692633155,0.17449777118192467,1,151,6012,1467,7328
2175,34,30478.594734632952,0.18138246326272783,1,458,5718,1912,7172
2176,70,27149.841894260255,0.04606369526063738,1,101,13003,3506,16408
2177,62,28151.619548883282,0.29045202843189805,1,614,7458,3237,10081
2178,22,28286.343734734597,0.09054435544197097,1,85,6755,1439,8109
2179,24,54356.92245464724,0.03798111248359702,1,506,31125,2392,33011
2180,56,21781.927037762714,0.4417092139109822,1,88,20969,1384,22265
2181,18,25524.11649194482,0.059781127763710105,1,246,5777,1568,7099
2182,68,21132.562049973607,0.47512739273098975,1,757,5390,3023,7656
2183,45,20674.971087930586,0.4600495807259849,1,370,5839,1629,7098
2184,63,23862.575936486406,0.014375357922302961,1,227,7624,1538,8935
2185,20,36150.69334104297,0.2689193580360255,1,150,6882,2128,8860
2186,24,22835.929536516225,0.012355462656229369,0,26,0,0,-26
2187,69,20148.803739983043,0.05850058526793851,1,257,9043,1919,10705
2188,41,23183.479965090264,0.14832184668359827,0,47,0,0,-47
2189,39,26771.36049430857,0.02960136042749993,0,20,0,0,-20
2190,27,29592.871894371012,0.218835536424885,0,110,0,0,-110
2191,74,26723.84664487641,0.0733509130861291,1,187,18973,1431,20217
2192,30,25665.625506823562,0.0725578155246291,1,457,7734,1827,9104
2193,59,23369.37302969587,0.21066627291824389,1,37,5630,2761,8354
2194,22,37141.684146588705,0.08337724298653874,1,590,6590,1468,7468
2195,21,20409.263962616566,0.0058986674405159265,1,482,5710,1359,6587
2196,65,39473.54584321642,0.0638408064535388,1,218,9055,1807,10644
2197,30,25265.251144109126,0.02146375594274681,1,45,14619,3459,18033
2198,19,35708.512603910734,0.1792820232149152,1,1272,6444,3266,8438
2199,19,53156.984472580705,0.06559561884105247,1,248,6431,1600,7783
2200,18,29633.08720113426,0.10409793904491899,1,607,5809,2006,7208
2201,45,43439.64503036351,0.11096867819168241,1,420,5709,3456,8745
2202,19,26501.5073883707,0.003428627950231379,1,381,5652,3017,8288
2203,63,20465.083177459586,0.3695237761873901,1,173,6588,1341,7756
2204,28,46398.53650400035,0.024262166456247427,0,63,0,0,-63
2205,24,20290.13542261119,0.12637615024743376,1,2136,6091,1422,5377
2206,21,24509.65831601006,0.05156861210188184,1,452,5268,2734,7550
2207,63,28000.445568931566,0.05134415989508955,1,333,17623,1898,19188
2208,50,42249.612466906,0.050816580389171064,0,29,0,0,-29
2209,28,32029.756608843454,0.08955156153700637,1,127,6477,1524,7874
2210,48,22006.70464538462,0.028732198983943753,1,133,12223,1463,13553
2211,20,37930.92633013735,0.09005056255444631,1,93,12017,1502,13426
2212,27,20973.879194004632,0.050027681115285126,0,92,0,0,-92
2213,21,27931.307197830964,0.21996520047680665,1,114,5972,2829,8687
2214,37,30476.075119228437,0.3667594152813535,1,871,5348,1510,5987
2215,48,23213.650905805996,0.24565550316762688,0,21,0,0,-21
2216,40,27153.506647702005,0.12132826271629614,1,330,9556,1448,10674
2217,28,35699.734588240855,0.0002881053701739793,1,733,5723,2072,7062
2218,46,22634.359930672705,0.03403967235006376,0,27,0,0,-27
2219,46,20039.336862134223,0.020468394367492104,1,300,5292,1348,6340
2220,54,20767.187354416335,0.12457262104443761,0,8,0,0,-8
2221,66,21072.684095282773,0.15680112529342932,0,37,0,0,-37
2222,47,32966.35925051511,0.3288853909685939,1,24,6315,1437,7728
2223,33,33370.34374006909,0.2746968934771256,1,692,9418,1614,10340
2224,46,27460.364614930026,0.3401521818071474,0,95,0,0,-95
2225,24,20701.534718176183,0.3639099609584065,1,144,7929,1648,9433
2226,35,33705.039813486714,0.07255795734535218,1,333,20329,2210,22206
2227,66,25876.095894331742,0.1982712449625418,0,13,0,0,-13
2228,48,38860.1164207417,0.0029266654299736753,1,462,37364,1820,38722
2229,47,20465.85658468602,0.4345425228427479,1,878,5435,1465,6022
2230,38,31072.19132292598,0.30892292255326564,0,75,0,0,-75
2231,68,37943.18039246761,0.04641002525119449,0,8,0,0,-8
2232,28,21846.786369925827,0.043387029400678866,1,262,5432,1620,6790
2233,53,27645.772323020003,0.012221315342993446,1,115,27542,1361,28788
2234,35,22996.756822397256,0.06033393238714705,0,70,0,0,-70
2235,31,27873.599160998303,0.05012151689828736,1,738,6426,4655,10343
2236,31,28540.887096298116,0.1979561550514871,1,887,10205,1997,11315
2237,46,42403.82141409926,0.12785491096062288,1,187,5705,1635,7153
2238,24,20664.1616410825,0.3512396027902923,1,302,12143,1618,13459
2239,20,24232.294550795083,0.5483651407471508,1,238,11110,1418,12290
2240,28,20675.59752908835,0.16053493872637617,1,96,7112,1475,8491
2241,74,28403.538054896435,0.38849842352505315,1,117,20353,4222,24458
2242,56,34062.15278770148,0.03084893612595698,1,468,5801,1448,6781
2243,74,27948.50158212433,0.029545323453906865,1,1607,7756,1447,7596
2244,27,20474.966455667447,0.023353503995857165,1,430,6704,1685,7959
2245,46,27265.943202856735,0.05522456465243142,1,481,10159,1398,11076
2246,21,37567.8642893689,0.05250850481190942,1,299,7497,8044,15242
2247,29,26312.32659016938,0.14822533431006968,1,796,9254,1786,10244
2248,34,40819.05502057247,0.43879344965068734,0,36,0,0,-36
2249,65,21104.857147916875,0.05425600151109418,1,647,7845,2689,9887
2250,20,24103.514685976086,0.08651798476501489,0,126,0,0,-126
2251,29,121062.62820873002,0.24889566826691628,0,27,0,0,-27
2252,42,20744.306141868285,0.13543432135168407,1,840,6460,2633,8253
2253,53,36584.181433569305,0.3566383900615003,1,322,7776,1505,8959
2254,30,31906.519994714716,0.03410456525684047,1,696,6606,1377,7287
2255,31,22381.430648331978,0.008425204125455317,1,1388,6739,1528,6879
2256,30,31948.933707784825,0.05285587330203903,1,66,6387,4020,10341
2257,39,20335.50033510339,0.11696868630527274,1,120,7325,3344,10549
2258,37,23422.479718133254,0.09525880349374562,1,568,6058,1433,6923
2259,62,70658.52683939753,0.5070638837192011,1,91,16267,1920,18096
2260,33,55337.75939598696,0.11918275938700756,1,299,9213,1402,10316
2261,49,29148.08776268841,0.04898677807392636,1,196,7015,1946,8765
2262,64,24244.174857111255,0.2626318136861167,0,81,0,0,-81
2263,23,92645.81336475539,0.03764525047625224,1,43,67132,1353,68442
2264,18,35223.7393710066,0.06501124006582663,1,1411,13156,1933,13678
2265,25,21812.543649471187,0.054269710406608815,1,411,6655,1860,8104
2266,20,24445.2278102345,0.20692156370570103,1,174,6026,1688,7540
2267,73,27757.746947784282,0.3680662180994147,1,329,15908,2139,17718
2268,43,22449.644228607394,0.24770065137009817,1,296,9321,1617,10642
2269,42,38713.41035872737,0.16281229945787357,1,1259,5533,1999,6273
