ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
7043,0,0,53,0,-53
7044,1,0,300,0,-300
7045,0,0,11,0,-11
7046,1,1,33,1425,1392
7047,1,1,804,2034,1230
7048,1,1,122,1678,1556
7049,0,0,10,0,-10
7050,0,0,147,0,-147
7051,0,0,0,0,0
7052,1,0,24,0,-24
7053,1,0,4,0,-4
7054,1,1,116,1275,1159
7055,1,0,162,0,-162
7056,0,0,18,0,-18
7057,0,0,38,0,-38
7058,1,0,52,0,-52
7059,0,0,12,0,-12
7060,1,1,38,1218,1180
7061,1,0,34,0,-34
7062,0,0,5,0,-5
7063,1,0,51,0,-51
7064,0,0,21,0,-21
7065,0,0,21,0,-21
7066,0,0,101,0,-101
7067,0,0,112,0,-112
7068,1,1,102,1262,1160
7069,1,1,29,1459,1430
7070,0,0,48,0,-48
7071,0,0,47,0,-47
7072,1,0,26,0,-26
7073,1,0,17,0,-17
7074,0,0,122,0,-122
7075,0,0,17,0,-17
7076,0,0,8,0,-8
7077,1,1,2288,1662,-626
7078,1,0,20,0,-20
7079,1,1,768,1285,517
7080,0,0,19,0,-19
7081,0,0,66,0,-66
7082,1,0,77,0,-77
7083,1,0,45,0,-45
7084,1,1,3122,1207,-1915
7085,0,0,16,0,-16
7086,1,1,367,1308,941
7087,1,1,69,1362,1293
7088,1,0,60,0,-60
7089,1,0,11,0,-11
7090,0,0,31,0,-31
7091,0,0,2,0,-2
7092,1,1,552,1347,795
7093,1,1,514,1201,687
7094,1,0,0,0,0
7095,0,0,27,0,-27
7096,1,1,368,1217,849
7097,0,0,41,0,-41
7098,0,0,10,0,-10
7099,1,1,256,1343,1087
7100,0,0,44,0,-44
7101,0,0,48,0,-48
7102,1,1,259,1694,1435
7103,1,0,42,0,-42
7104,0,0,8,0,-8
7105,1,0,25,0,-25
7106,1,1,355,1417,1062
7107,0,0,14,0,-14
7108,0,0,94,0,-94
7109,1,1,161,1253,1092
7110,0,0,136,0,-136
7111,1,1,100,1320,1220
7112,1,0,16,0,-16
7113,0,0,164,0,-164
7114,1,1,87,1237,1150
7115,1,0,16,0,-16
7116,0,0,21,0,-21
7117,1,1,122,1291,1169
7118,0,0,11,0,-11
7119,1,0,77,0,-77
7120,0,0,21,0,-21
7121,1,1,745,1254,509
7122,1,1,216,1698,1482
7123,0,0,70,0,-70
7124,1,0,20,0,-20
7125,0,0,4,0,-4
7126,1,1,729,1914,1185
7127,1,1,458,1462,1004
7128,1,1,636,2426,1790
7129,1,0,47,0,-47
7130,1,0,26,0,-26
7131,0,0,105,0,-105
7132,0,0,6,0,-6
7133,1,1,1028,1690,662
7134,0,0,37,0,-37
7135,0,0,66,0,-66
7136,0,0,139,0,-139
7137,0,0,44,0,-44
7138,1,0,31,0,-31
7139,0,0,179,0,-179
7140,1,1,409,1425,1016
7141,0,0,13,0,-13
7142,0,0,12,0,-12
7143,0,0,58,0,-58
7144,1,1,188,2134,1946
7145,1,1,222,1504,1282
7146,0,0,41,0,-41
7147,0,0,5,0,-5
7148,1,0,19,0,-19
7149,1,0,82,0,-82
7150,1,1,522,1815,1293
7151,1,1,716,1370,654
7152,1,0,12,0,-12
7153,1,0,7,0,-7
7154,0,0,6,0,-6
7155,0,0,17,0,-17
7156,1,1,1700,1640,-60
7157,1,0,3,0,-3
7158,0,0,9,0,-9
7159,1,0,7,0,-7
7160,1,0,53,0,-53
7161,1,0,35,0,-35
7162,1,0,51,0,-51
7163,1,0,3,0,-3
7164,1,0,53,0,-53
7165,0,0,104,0,-104
7166,0,0,99,0,-99
7167,0,0,141,0,-141
7168,0,0,96,0,-96
7169,1,0,157,0,-157
7170,1,0,80,0,-80
7171,0,0,28,0,-28
7172,0,0,0,0,0
7173,1,1,201,1674,1473
7174,0,0,64,0,-64
7175,1,1,741,1226,485
7176,1,0,98,0,-98
7177,0,0,20,0,-20
7178,0,0,7,0,-7
7179,1,0,41,0,-41
7180,0,0,86,0,-86
7181,0,0,75,0,-75
7182,0,0,9,0,-9
7183,0,0,95,0,-95
7184,1,1,114,1758,1644
7185,1,1,223,1934,1711
7186,0,0,17,0,-17
7187,0,0,103,0,-103
7188,1,0,5,0,-5
7189,1,0,15,0,-15
7190,1,1,66,2231,2165
7191,1,0,20,0,-20
7192,1,0,16,0,-16
7193,0,0,27,0,-27
7194,1,1,872,1311,439
7195,0,0,1,0,-1
7196,0,0,13,0,-13
7197,0,0,75,0,-75
7198,1,1,195,3031,2836
7199,0,0,55,0,-55
7200,1,0,64,0,-64
7201,1,0,56,0,-56
7202,1,1,101,1308,1207
7203,0,0,146,0,-146
7204,0,0,102,0,-102
7205,1,1,302,1708,1406
7206,1,1,172,1200,1028
7207,1,0,72,0,-72
7208,1,1,771,1452,681
7209,1,1,325,1311,986
7210,1,1,297,1320,1023
7211,1,0,27,0,-27
7212,1,1,82,1445,1363
7213,1,1,689,1550,861
7214,1,0,22,0,-22
7215,0,0,101,0,-101
7216,0,0,31,0,-31
7217,1,1,515,1231,716
7218,0,0,21,0,-21
7219,0,0,162,0,-162
7220,0,0,64,0,-64
7221,0,0,22,0,-22
7222,1,1,250,1711,1461
7223,1,1,767,1342,575
7224,0,0,22,0,-22
7225,1,0,11,0,-11
7226,0,0,20,0,-20
7227,1,0,110,0,-110
7228,1,0,10,0,-10
7229,1,0,36,0,-36
7230,0,0,40,0,-40
7231,1,1,108,1342,1234
7232,1,1,357,1269,912
7233,1,0,78,0,-78
7234,0,0,139,0,-139
7235,0,0,10,0,-10
7236,1,1,42,1225,1183
7237,0,0,33,0,-33
7238,0,0,32,0,-32
7239,0,0,27,0,-27
7240,0,0,0,0,0
7241,1,1,633,1273,640
7242,1,0,62,0,-62
7243,1,1,67,1207,1140
7244,1,0,21,0,-21
7245,1,1,1152,3207,2055
7246,1,1,93,2465,2372
7247,0,0,68,0,-68
7248,1,0,38,0,-38
7249,1,1,157,1274,1117
7250,0,0,1,0,-1
7251,0,0,67,0,-67
7252,1,1,473,1243,770
7253,0,0,65,0,-65
7254,0,0,87,0,-87
7255,0,0,9,0,-9
7256,1,0,22,0,-22
7257,1,0,38,0,-38
7258,0,0,82,0,-82
7259,0,0,2,0,-2
7260,1,0,91,0,-91
7261,1,0,32,0,-32
7262,1,1,870,1485,615
7263,0,0,77,0,-77
7264,0,0,44,0,-44
7265,1,1,99,1259,1160
7266,0,0,22,0,-22
7267,0,0,14,0,-14
7268,1,0,102,0,-102
7269,1,1,1120,2794,1674
7270,1,0,36,0,-36
7271,0,0,105,0,-105
7272,1,1,337,1269,932
7273,0,0,117,0,-117
7274,0,0,8,0,-8
7275,0,0,53,0,-53
7276,1,1,347,1370,1023
7277,1,1,1093,1615,522
7278,1,1,96,1200,1104
7279,0,0,10,0,-10
7280,1,0,9,0,-9
7281,1,0,18,0,-18
7282,0,0,35,0,-35
7283,0,0,83,0,-83
7284,1,1,429,1583,1154
7285,1,1,42,1687,1645
7286,1,0,18,0,-18
7287,0,0,70,0,-70
7288,1,1,692,1208,516
7289,1,0,205,0,-205
7290,1,1,320,1672,1352
7291,0,0,18,0,-18
7292,0,0,8,0,-8
7293,1,0,28,0,-28
7294,0,0,58,0,-58
7295,1,1,810,1601,791
7296,1,0,27,0,-27
7297,0,0,191,0,-191
7298,1,0,22,0,-22
7299,0,0,5,0,-5
7300,1,0,73,0,-73
7301,1,1,1653,2430,777
7302,1,0,273,0,-273
7303,1,1,6,1348,1342
7304,1,1,415,1937,1522
7305,0,0,66,0,-66
7306,1,1,566,1227,661
7307,1,1,381,1241,860
7308,0,0,87,0,-87
7309,0,0,18,0,-18
7310,0,0,89,0,-89
7311,0,0,18,0,-18
7312,0,0,177,0,-177
7313,1,1,414,1210,796
7314,0,0,7,0,-7
7315,1,1,1224,1398,174
7316,1,1,70,1365,1295
7317,0,0,67,0,-67
7318,0,0,25,0,-25
7319,0,0,141,0,-141
7320,0,0,17,0,-17
7321,0,0,2,0,-2
7322,0,0,40,0,-40
7323,1,1,1820,1407,-413
7324,0,0,56,0,-56
7325,0,0,37,0,-37
7326,0,0,56,0,-56
7327,1,1,759,1586,827
7328,0,0,11,0,-11
7329,0,0,52,0,-52
7330,1,0,49,0,-49
7331,1,1,103,1327,1224
7332,1,0,14,0,-14
7333,0,0,161,0,-161
7334,0,0,61,0,-61
7335,0,0,70,0,-70
7336,0,0,0,0,0
7337,1,1,341,1279,938
7338,1,0,92,0,-92
7339,1,0,39,0,-39
7340,1,1,309,1732,1423
7341,0,0,28,0,-28
7342,1,0,37,0,-37
7343,1,1,849,1419,570
7344,1,1,619,1392,773
7345,0,0,44,0,-44
7346,0,0,132,0,-132
7347,1,1,46,1388,1342
7348,1,1,158,1710,1552
7349,0,0,89,0,-89
7350,1,1,74,1587,1513
7351,0,0,0,0,0
7352,1,0,73,0,-73
7353,0,0,8,0,-8
7354,0,0,29,0,-29
7355,1,1,201,1252,1051
7356,1,1,84,1495,1411
7357,0,0,169,0,-169
7358,1,1,184,1866,1682
7359,1,0,7,0,-7
7360,1,0,53,0,-53
7361,1,0,0,0,0
7362,1,1,453,1549,1096
7363,1,1,507,1477,970
7364,0,0,23,0,-23
7365,0,0,26,0,-26
7366,0,0,133,0,-133
7367,1,1,254,1462,1208
7368,1,0,11,0,-11
7369,0,0,13,0,-13
7370,1,0,43,0,-43
7371,1,1,204,1339,1135
7372,1,0,50,0,-50
7373,1,0,72,0,-72
7374,0,0,56,0,-56
7375,1,0,10,0,-10
7376,1,1,457,1344,887
7377,1,0,47,0,-47
7378,1,0,33,0,-33
7379,1,1,435,1206,771
7380,1,1,111,1385,1274
7381,0,0,33,0,-33
7382,1,1,108,1275,1167
7383,0,0,36,0,-36
7384,1,1,407,1509,1102
7385,1,0,85,0,-85
7386,1,0,1,0,-1
7387,0,0,26,0,-26
7388,1,0,114,0,-114
7389,1,1,304,1642,1338
7390,1,0,8,0,-8
7391,1,1,245,1893,1648
7392,1,1,781,1248,467
7393,1,0,6,0,-6
7394,1,1,525,1289,764
7395,1,1,804,1513,709
7396,0,0,22,0,-22
7397,1,0,70,0,-70
7398,1,1,308,1622,1314
7399,1,1,285,1209,924
7400,1,1,578,1327,749
7401,1,1,61,2018,1957
7402,1,1,521,2365,1844
7403,1,0,131,0,-131
7404,1,1,2123,1816,-307
7405,1,1,224,1285,1061
7406,1,1,219,1367,1148
7407,0,0,31,0,-31
7408,1,1,496,1672,1176
7409,1,1,1718,1234,-484
7410,1,1,941,1718,777
7411,1,1,658,1506,848
7412,1,1,511,1571,1060
7413,1,1,1054,1346,292
7414,1,1,1420,1301,-119
7415,1,0,1,0,-1
7416,1,0,37,0,-37
7417,1,1,797,1682,885
7418,1,0,65,0,-65
7419,1,1,624,2227,1603
7420,0,0,2,0,-2
7421,0,0,50,0,-50
7422,1,1,157,1714,1557
7423,0,0,12,0,-12
7424,1,0,54,0,-54
7425,1,1,1436,1925,489
7426,1,1,220,1283,1063
7427,1,0,77,0,-77
7428,1,1,543,1216,673
7429,1,1,197,1868,1671
7430,1,0,113,0,-113
7431,0,0,0,0,0
7432,0,0,36,0,-36
7433,0,0,10,0,-10
7434,1,0,19,0,-19
7435,1,0,36,0,-36
7436,0,0,135,0,-135
7437,0,0,27,0,-27
7438,1,1,629,1263,634
7439,1,1,271,1386,1115
7440,0,0,117,0,-117
7441,0,0,28,0,-28
7442,0,0,14,0,-14
7443,1,1,925,1559,634
7444,0,0,99,0,-99
7445,0,0,44,0,-44
7446,1,1,136,1240,1104
7447,1,1,361,1743,1382
7448,0,0,98,0,-98
7449,0,0,77,0,-77
7450,0,0,23,0,-23
7451,1,1,642,1598,956
7452,1,0,31,0,-31
7453,0,0,51,0,-51
7454,0,0,37,0,-37
7455,1,1,919,1848,929
7456,0,0,47,0,-47
7457,1,0,21,0,-21
7458,1,1,299,1242,943
7459,1,1,355,1783,1428
7460,1,0,8,0,-8
7461,1,0,246,0,-246
7462,1,0,111,0,-111
7463,1,0,43,0,-43
7464,0,0,38,0,-38
7465,1,1,1056,2282,1226
7466,1,0,33,0,-33
7467,1,1,181,1313,1132
7468,1,0,150,0,-150
7469,1,0,64,0,-64
7470,0,0,11,0,-11
7471,1,0,99,0,-99
7472,1,1,409,1338,929
7473,0,0,29,0,-29
7474,0,0,80,0,-80
7475,1,1,544,1458,914
7476,0,0,14,0,-14
7477,1,1,592,1773,1181
7478,1,0,6,0,-6
7479,1,0,101,0,-101
7480,0,0,9,0,-9
7481,1,1,621,1419,798
7482,0,0,13,0,-13
7483,1,1,1038,2209,1171
7484,0,0,30,0,-30
7485,1,0,149,0,-149
7486,1,1,319,1439,1120
7487,1,1,361,1357,996
7488,1,1,1038,1211,173
7489,1,1,67,1262,1195
7490,1,1,390,2842,2452
7491,1,0,1,0,-1
7492,1,0,34,0,-34
7493,1,1,283,1470,1187
7494,1,0,141,0,-141
7495,0,0,83,0,-83
7496,0,0,10,0,-10
7497,1,1,715,1440,725
7498,1,1,271,1710,1439
7499,0,0,10,0,-10
7500,1,0,27,0,-27
7501,1,1,488,1271,783
7502,1,1,433,1311,878
7503,1,0,24,0,-24
7504,0,0,52,0,-52
7505,0,0,16,0,-16
7506,1,0,41,0,-41
7507,0,0,15,0,-15
7508,0,0,52,0,-52
7509,1,1,194,1673,1479
7510,0,0,4,0,-4
7511,1,1,67,1631,1564
7512,1,0,86,0,-86
7513,1,0,9,0,-9
7514,0,0,71,0,-71
7515,0,0,18,0,-18
7516,0,0,4,0,-4
7517,1,0,101,0,-101
7518,1,0,91,0,-91
7519,0,0,46,0,-46
7520,1,0,100,0,-100
7521,1,0,9,0,-9
7522,1,0,23,0,-23
7523,1,0,168,0,-168
7524,1,1,602,1335,733
7525,1,1,2248,2376,128
7526,1,0,221,0,-221
7527,1,1,961,1383,422
7528,1,1,659,1572,913
7529,1,0,38,0,-38
7530,0,0,0,0,0
7531,0,0,198,0,-198
7532,1,0,15,0,-15
7533,1,0,33,0,-33
7534,1,1,219,1437,1218
7535,0,0,23,0,-23
7536,0,0,18,0,-18
7537,1,1,42,1306,1264
7538,1,1,1104,1660,556
7539,0,0,2,0,-2
7540,1,0,14,0,-14
7541,1,0,55,0,-55
7542,1,0,15,0,-15
7543,1,1,333,1470,1137
7544,1,0,14,0,-14
7545,1,0,1,0,-1
7546,0,0,20,0,-20
7547,0,0,43,0,-43
7548,1,1,76,1641,1565
7549,1,1,488,1301,813
7550,1,1,183,2402,2219
7551,1,0,29,0,-29
7552,1,1,457,1266,809
7553,1,0,0,0,0
7554,1,0,8,0,-8
7555,1,0,26,0,-26
7556,1,1,356,1466,1110
7557,1,0,29,0,-29
7558,0,0,192,0,-192
7559,0,0,25,0,-25
7560,1,1,305,1767,1462
7561,1,0,41,0,-41
7562,0,0,18,0,-18
7563,0,0,31,0,-31
7564,0,0,84,0,-84
7565,0,0,11,0,-11
7566,1,1,93,2307,2214
7567,1,1,519,1484,965
7568,1,0,124,0,-124
7569,1,1,77,2979,2902
7570,1,1,913,4887,3974
7571,1,0,53,0,-53
7572,1,1,431,1520,1089
7573,1,1,841,1850,1009
7574,1,1,525,1346,821
7575,1,1,183,1475,1292
7576,1,0,64,0,-64
7577,0,0,12,0,-12
7578,0,0,11,0,-11
7579,1,1,1441,2049,608
7580,1,1,583,3269,2686
7581,1,1,555,2471,1916
7582,1,0,30,0,-30
7583,1,1,74,1585,1511
7584,0,0,142,0,-142
7585,1,0,1,0,-1
7586,1,0,55,0,-55
7587,0,0,279,0,-279
7588,0,0,2,0,-2
7589,0,0,17,0,-17
7590,1,0,148,0,-148
7591,0,0,28,0,-28
7592,1,1,288,1298,1010
7593,1,0,42,0,-42
7594,1,1,415,1247,832
7595,0,0,89,0,-89
7596,0,0,19,0,-19
7597,1,0,182,0,-182
7598,1,1,217,1263,1046
7599,1,0,58,0,-58
7600,1,0,17,0,-17
7601,0,0,26,0,-26
7602,0,0,55,0,-55
7603,1,0,8,0,-8
7604,0,0,68,0,-68
7605,1,1,253,1577,1324
7606,0,0,107,0,-107
7607,0,0,9,0,-9
7608,1,0,102,0,-102
7609,0,0,74,0,-74
7610,1,1,49,1924,1875
7611,0,0,2,0,-2
7612,1,0,91,0,-91
7613,0,0,0,0,0
7614,0,0,11,0,-11
7615,1,1,1597,1736,139
7616,0,0,0,0,0
7617,0,0,59,0,-59
7618,0,0,190,0,-190
7619,1,1,1003,1214,211
7620,0,0,142,0,-142
7621,0,0,23,0,-23
7622,0,0,12,0,-12
7623,1,0,81,0,-81
7624,1,1,1317,1264,-53
7625,1,0,2,0,-2
7626,1,0,6,0,-6
7627,1,0,302,0,-302
7628,1,1,150,1771,1621
7629,1,1,228,1401,1173
7630,1,0,5,0,-5
7631,1,1,27,1924,1897
7632,1,1,665,1315,650
7633,1,1,90,1364,1274
7634,1,1,740,1379,639
7635,0,0,49,0,-49
7636,1,1,115,1489,1374
7637,1,0,128,0,-128
7638,1,1,1999,1316,-683
7639,1,0,19,0,-19
7640,0,0,0,0,0
7641,1,0,63,0,-63
7642,0,0,67,0,-67
7643,0,0,24,0,-24
7644,0,0,162,0,-162
7645,1,0,11,0,-11
7646,1,0,1,0,-1
7647,1,0,0,0,0
7648,0,0,24,0,-24
7649,1,1,91,1251,1160
7650,0,0,166,0,-166
7651,0,0,10,0,-10
7652,1,1,466,1534,1068
7653,1,1,648,1777,1129
7654,1,1,3209,1207,-2002
7655,0,0,0,0,0
7656,1,0,20,0,-20
7657,1,1,463,1469,1006
7658,0,0,11,0,-11
7659,0,0,69,0,-69
7660,1,1,68,1721,1653
7661,1,1,48,1349,1301
7662,0,0,30,0,-30
7663,1,1,506,2387,1881
7664,1,1,910,1394,484
7665,0,0,105,0,-105
7666,0,0,37,0,-37
7667,1,0,42,0,-42
7668,0,0,168,0,-168
7669,1,1,75,1207,1132
7670,0,0,0,0,0
7671,1,1,208,1226,1018
7672,1,0,10,0,-10
7673,1,1,269,3010,2741
7674,1,1,973,2136,1163
7675,0,0,9,0,-9
7676,1,1,168,1479,1311
7677,1,1,1101,4301,3200
7678,1,0,139,0,-139
7679,0,0,12,0,-12
7680,0,0,5,0,-5
7681,0,0,163,0,-163
7682,0,0,31,0,-31
7683,0,0,30,0,-30
7684,0,0,68,0,-68
7685,1,0,112,0,-112
7686,1,1,418,1834,1416
7687,1,1,2185,1703,-482
7688,1,0,82,0,-82
7689,0,0,15,0,-15
7690,0,0,15,0,-15
7691,0,0,104,0,-104
7692,1,0,26,0,-26
7693,0,0,26,0,-26
7694,1,1,543,1288,745
7695,1,1,38,1277,1239
7696,1,0,85,0,-85
7697,1,0,209,0,-209
7698,1,0,145,0,-145
7699,0,0,170,0,-170
7700,1,1,551,1210,659
7701,1,1,675,1205,530
7702,1,0,108,0,-108
7703,0,0,180,0,-180
7704,0,0,28,0,-28
7705,1,1,210,1900,1690
7706,0,0,1,0,-1
7707,1,1,1045,1208,163
7708,1,1,333,1330,997
7709,1,0,1,0,-1
7710,1,1,104,1366,1262
7711,1,0,30,0,-30
7712,1,1,172,1690,1518
7713,1,1,573,1655,1082
7714,0,0,66,0,-66
7715,0,0,8,0,-8
7716,0,0,250,0,-250
7717,1,0,15,0,-15
7718,1,1,626,1563,937
7719,1,0,26,0,-26
7720,1,0,95,0,-95
7721,1,1,239,1901,1662
7722,1,0,6,0,-6
7723,1,0,59,0,-59
7724,0,0,15,0,-15
7725,0,0,32,0,-32
7726,0,0,152,0,-152
7727,1,0,13,0,-13
7728,0,0,11,0,-11
7729,0,0,5,0,-5
7730,0,0,10,0,-10
7731,1,0,102,0,-102
7732,1,1,71,1445,1374
7733,1,1,1158,1275,117
7734,1,0,146,0,-146
7735,0,0,64,0,-64
7736,1,0,5,0,-5
7737,0,0,5,0,-5
7738,1,0,80,0,-80
7739,1,1,41,1418,1377
7740,1,0,4,0,-4
7741,0,0,22,0,-22
7742,1,1,1894,1379,-515
7743,1,0,34,0,-34
7744,1,1,555,2480,1925
7745,0,0,20,0,-20
7746,1,0,19,0,-19
7747,0,0,35,0,-35
7748,0,0,226,0,-226
7749,0,0,6,0,-6
7750,1,1,1545,1210,-335
7751,1,0,21,0,-21
7752,1,1,144,1686,1542
7753,1,0,42,0,-42
7754,0,0,26,0,-26
7755,0,0,101,0,-101
7756,1,0,48,0,-48
7757,1,0,88,0,-88
7758,0,0,82,0,-82
7759,0,0,69,0,-69
7760,0,0,125,0,-125
7761,1,0,12,0,-12
7762,0,0,56,0,-56
7763,1,1,1186,2352,1166
7764,1,0,3,0,-3
7765,0,0,72,0,-72
7766,1,1,494,1957,1463
7767,0,0,42,0,-42
7768,1,0,16,0,-16
7769,0,0,99,0,-99
7770,1,0,18,0,-18
7771,1,1,1764,1254,-510
7772,0,0,20,0,-20
7773,1,0,57,0,-57
7774,0,0,116,0,-116
7775,1,0,66,0,-66
7776,1,0,14,0,-14
7777,0,0,16,0,-16
7778,0,0,29,0,-29
7779,1,1,1058,1861,803
7780,0,0,6,0,-6
7781,1,1,52,1567,1515
7782,1,1,249,1301,1052
7783,1,1,2032,1622,-410
7784,1,1,289,1290,1001
7785,1,1,239,1290,1051
7786,1,0,18,0,-18
7787,0,0,54,0,-54
7788,1,0,2,0,-2
7789,1,0,138,0,-138
7790,0,0,147,0,-147
7791,1,0,11,0,-11
7792,0,0,57,0,-57
7793,1,0,16,0,-16
7794,0,0,24,0,-24
7795,0,0,94,0,-94
7796,0,0,4,0,-4
7797,1,1,28,1910,1882
7798,1,0,7,0,-7
7799,0,0,56,0,-56
7800,0,0,145,0,-145
7801,1,1,296,1204,908
7802,1,0,26,0,-26
7803,0,0,116,0,-116
7804,1,0,93,0,-93
7805,0,0,4,0,-4
7806,1,0,17,0,-17
7807,1,1,119,1281,1162
7808,0,0,22,0,-22
7809,1,1,461,1647,1186
7810,1,1,1006,1720,714
7811,0,0,163,0,-163
7812,0,0,11,0,-11
7813,1,1,248,1504,1256
7814,1,1,536,2434,1898
7815,1,1,375,1397,1022
7816,0,0,62,0,-62
7817,0,0,7,0,-7
7818,0,0,57,0,-57
7819,1,0,24,0,-24
7820,1,0,8,0,-8
7821,1,1,714,1335,621
7822,0,0,51,0,-51
7823,1,1,776,1289,513
7824,1,0,9,0,-9
7825,0,0,74,0,-74
7826,1,0,2,0,-2
7827,1,1,661,1429,768
7828,1,1,263,1457,1194
7829,1,0,1,0,-1
7830,1,1,49,1628,1579
7831,0,0,141,0,-141
7832,1,1,451,1647,1196
7833,0,0,51,0,-51
7834,1,1,74,2424,2350
7835,1,0,3,0,-3
7836,1,1,946,2591,1645
7837,1,1,492,1310,818
7838,1,1,164,2874,2710
7839,1,0,8,0,-8
7840,1,1,135,1257,1122
7841,0,0,89,0,-89
7842,1,1,243,1369,1126
7843,0,0,65,0,-65
7844,1,1,610,1292,682
7845,1,0,0,0,0
7846,1,1,1327,1382,55
7847,0,0,168,0,-168
7848,1,1,688,2241,1553
7849,1,0,37,0,-37
7850,1,1,257,3324,3067
7851,0,0,16,0,-16
7852,0,0,15,0,-15
7853,0,0,113,0,-113
7854,1,0,62,0,-62
7855,1,1,237,1291,1054
7856,0,0,47,0,-47
7857,1,1,509,1835,1326
7858,1,1,282,1379,1097
7859,1,0,59,0,-59
7860,1,0,146,0,-146
7861,1,1,127,1542,1415
7862,1,0,107,0,-107
7863,0,0,34,0,-34
7864,0,0,360,0,-360
7865,1,0,23,0,-23
7866,1,0,83,0,-83
7867,0,0,66,0,-66
7868,0,0,6,0,-6
7869,1,1,556,1343,787
7870,1,1,746,1588,842
7871,1,1,793,1922,1129
7872,1,0,5,0,-5
7873,1,0,258,0,-258
7874,0,0,49,0,-49
7875,1,1,896,2236,1340
7876,1,0,56,0,-56
7877,1,0,2,0,-2
7878,1,1,2786,1316,-1470
7879,1,0,301,0,-301
7880,0,0,78,0,-78
7881,0,0,28,0,-28
7882,1,1,898,1373,475
7883,1,1,455,1511,1056
7884,1,1,400,1277,877
7885,1,0,164,0,-164
7886,1,0,9,0,-9
7887,0,0,29,0,-29
7888,0,0,30,0,-30
7889,1,0,26,0,-26
7890,1,1,689,1290,601
7891,1,0,8,0,-8
7892,1,1,494,1333,839
7893,1,1,1566,3726,2160
7894,1,1,688,1273,585
7895,1,1,526,2322,1796
7896,0,0,119,0,-119
7897,0,0,0,0,0
7898,1,1,332,1519,1187
7899,0,0,33,0,-33
7900,0,0,20,0,-20
7901,1,1,802,1239,437
7902,1,0,18,0,-18
7903,1,1,72,1434,1362
7904,1,1,267,1296,1029
7905,1,1,143,3507,3364
7906,1,0,31,0,-31
7907,1,1,82,1388,1306
7908,1,0,254,0,-254
7909,0,0,32,0,-32
7910,1,0,0,0,0
7911,1,1,80,2067,1987
7912,1,1,1444,1209,-235
7913,0,0,135,0,-135
7914,0,0,172,0,-172
7915,0,0,74,0,-74
7916,0,0,29,0,-29
7917,0,0,78,0,-78
7918,1,1,204,1588,1384
7919,1,1,87,1598,1511
7920,0,0,32,0,-32
7921,0,0,2,0,-2
7922,1,1,426,2422,1996
7923,0,0,28,0,-28
7924,0,0,47,0,-47
7925,1,1,1554,1267,-287
7926,0,0,37,0,-37
7927,0,0,23,0,-23
7928,0,0,57,0,-57
7929,1,0,112,0,-112
7930,1,0,2,0,-2
7931,1,0,256,0,-256
7932,1,1,848,2018,1170
7933,0,0,160,0,-160
7934,0,0,49,0,-49
7935,0,0,66,0,-66
7936,1,0,88,0,-88
7937,1,1,741,1357,616
7938,0,0,43,0,-43
7939,1,0,9,0,-9
7940,1,1,107,1309,1202
7941,0,0,46,0,-46
7942,1,0,46,0,-46
7943,0,0,45,0,-45
7944,1,0,64,0,-64
7945,1,0,1,0,-1
7946,0,0,44,0,-44
7947,0,0,110,0,-110
7948,1,1,691,1746,1055
7949,1,0,11,0,-11
7950,0,0,9,0,-9
7951,1,1,270,1250,980
7952,1,1,67,1408,1341
7953,0,0,16,0,-16
7954,0,0,25,0,-25
7955,1,1,287,1452,1165
7956,0,0,13,0,-13
7957,0,0,56,0,-56
7958,1,0,50,0,-50
7959,1,1,474,1240,766
7960,0,0,30,0,-30
7961,1,1,1745,1534,-211
7962,0,0,142,0,-142
7963,0,0,52,0,-52
7964,0,0,44,0,-44
7965,1,0,46,0,-46
7966,1,1,1371,1323,-48
7967,1,0,22,0,-22
7968,0,0,72,0,-72
7969,0,0,24,0,-24
7970,0,0,73,0,-73
7971,1,1,378,1518,1140
7972,0,0,52,0,-52
7973,0,0,15,0,-15
7974,1,1,286,1308,1022
7975,1,0,4,0,-4
7976,1,0,117,0,-117
7977,0,0,167,0,-167
7978,1,1,328,1347,1019
7979,1,0,6,0,-6
7980,0,0,17,0,-17
7981,0,0,13,0,-13
7982,0,0,25,0,-25
7983,0,0,6,0,-6
7984,0,0,82,0,-82
7985,0,0,27,0,-27
7986,0,0,32,0,-32
7987,1,1,784,1657,873
7988,1,1,600,1353,753
7989,1,0,214,0,-214
7990,1,0,8,0,-8
7991,1,0,30,0,-30
7992,1,1,54,1799,1745
7993,0,0,40,0,-40
7994,0,0,22,0,-22
7995,0,0,134,0,-134
7996,0,0,134,0,-134
7997,1,1,414,1319,905
7998,0,0,59,0,-59
7999,0,0,75,0,-75
8000,0,0,34,0,-34
8001,1,1,55,1393,1338
8002,1,1,286,1327,1041
8003,0,0,7,0,-7
8004,1,0,127,0,-127
8005,1,1,296,1276,980
8006,1,1,21,1604,1583
8007,0,0,38,0,-38
8008,0,0,38,0,-38
8009,0,0,16,0,-16
8010,1,0,161,0,-161
8011,1,0,120,0,-120
8012,0,0,13,0,-13
8013,0,0,39,0,-39
8014,1,0,100,0,-100
8015,1,0,33,0,-33
8016,0,0,132,0,-132
8017,1,0,58,0,-58
8018,0,0,82,0,-82
8019,1,0,2,0,-2
8020,1,1,64,1585,1521
8021,0,0,77,0,-77
8022,1,0,132,0,-132
