ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
7095,1,1,554,1928,1374
7096,1,0,196,0,-196
7097,1,0,68,0,-68
7098,0,0,41,0,-41
7099,1,1,142,1769,1627
7100,0,0,84,0,-84
7101,1,0,50,0,-50
7102,0,0,25,0,-25
7103,0,0,19,0,-19
7104,0,0,57,0,-57
7105,1,1,535,1253,718
7106,0,0,50,0,-50
7107,1,0,13,0,-13
7108,1,0,60,0,-60
7109,1,1,118,1530,1412
7110,1,1,462,1956,1494
7111,1,0,12,0,-12
7112,1,1,201,1612,1411
7113,0,0,55,0,-55
7114,1,0,12,0,-12
7115,1,1,838,1285,447
7116,0,0,35,0,-35
7117,0,0,5,0,-5
7118,1,1,398,1219,821
7119,0,0,75,0,-75
7120,0,0,232,0,-232
7121,1,1,388,2178,1790
7122,0,0,10,0,-10
7123,1,1,126,1260,1134
7124,0,0,4,0,-4
7125,1,1,479,1251,772
7126,1,1,315,1293,978
7127,0,0,27,0,-27
7128,0,0,33,0,-33
7129,0,0,5,0,-5
7130,1,1,343,1241,898
7131,0,0,18,0,-18
7132,1,0,12,0,-12
7133,1,1,181,1750,1569
7134,1,0,17,0,-17
7135,1,1,138,1753,1615
7136,1,0,5,0,-5
7137,0,0,59,0,-59
7138,1,1,287,1318,1031
7139,1,0,4,0,-4
7140,0,0,28,0,-28
7141,1,0,56,0,-56
7142,1,0,122,0,-122
7143,1,0,71,0,-71
7144,0,0,32,0,-32
7145,0,0,26,0,-26
7146,0,0,27,0,-27
7147,1,1,984,1234,250
7148,1,1,366,1693,1327
7149,1,0,31,0,-31
7150,0,0,4,0,-4
7151,1,0,19,0,-19
7152,1,0,35,0,-35
7153,1,0,12,0,-12
7154,0,0,47,0,-47
7155,1,0,61,0,-61
7156,1,1,1055,1562,507
7157,1,0,0,0,0
7158,0,0,57,0,-57
7159,1,0,24,0,-24
7160,1,0,96,0,-96
7161,0,0,65,0,-65
7162,0,0,170,0,-170
7163,0,0,24,0,-24
7164,0,0,26,0,-26
7165,1,0,52,0,-52
7166,0,0,42,0,-42
7167,0,0,8,0,-8
7168,0,0,0,0,0
7169,1,1,86,1623,1537
7170,0,0,36,0,-36
7171,1,1,1052,2017,965
7172,1,0,7,0,-7
7173,1,1,357,1230,873
7174,1,1,54,3013,2959
7175,1,0,25,0,-25
7176,1,1,509,1351,842
7177,0,0,64,0,-64
7178,1,1,171,1204,1033
7179,1,1,3421,1341,-2080
7180,1,1,369,1499,1130
7181,0,0,113,0,-113
7182,0,0,15,0,-15
7183,1,1,320,1307,987
7184,0,0,54,0,-54
7185,0,0,40,0,-40
7186,0,0,156,0,-156
7187,0,0,8,0,-8
7188,0,0,49,0,-49
7189,0,0,48,0,-48
7190,1,1,513,1270,757
7191,1,0,3,0,-3
7192,0,0,2,0,-2
7193,1,0,22,0,-22
7194,1,0,25,0,-25
7195,0,0,0,0,0
7196,0,0,110,0,-110
7197,1,0,116,0,-116
7198,1,1,270,1386,1116
7199,1,1,512,1278,766
7200,1,1,1556,1209,-347
7201,1,0,174,0,-174
7202,1,0,48,0,-48
7203,0,0,64,0,-64
7204,1,0,10,0,-10
7205,1,0,21,0,-21
7206,0,0,8,0,-8
7207,1,1,423,1461,1038
7208,1,0,109,0,-109
7209,0,0,3,0,-3
7210,0,0,16,0,-16
7211,1,1,477,1364,887
7212,1,1,360,1321,961
7213,1,0,44,0,-44
7214,1,0,60,0,-60
7215,1,1,461,1252,791
7216,1,1,939,1551,612
7217,0,0,92,0,-92
7218,0,0,72,0,-72
7219,0,0,134,0,-134
7220,0,0,55,0,-55
7221,0,0,28,0,-28
7222,0,0,57,0,-57
7223,0,0,134,0,-134
7224,1,1,600,1349,749
7225,1,0,83,0,-83
7226,0,0,65,0,-65
7227,0,0,29,0,-29
7228,0,0,57,0,-57
7229,1,1,584,2399,1815
7230,1,1,204,1417,1213
7231,0,0,15,0,-15
7232,1,1,983,1566,583
7233,1,0,35,0,-35
7234,1,1,868,2526,1658
7235,1,0,234,0,-234
7236,0,0,14,0,-14
7237,0,0,0,0,0
7238,0,0,15,0,-15
7239,1,0,23,0,-23
7240,1,1,115,1245,1130
7241,1,1,928,1206,278
7242,1,1,1194,1204,10
7243,0,0,17,0,-17
7244,1,0,250,0,-250
7245,1,1,1935,1455,-480
7246,0,0,2,0,-2
7247,1,0,66,0,-66
7248,1,0,28,0,-28
7249,0,0,0,0,0
7250,1,1,953,1282,329
7251,1,0,17,0,-17
7252,1,1,794,1720,926
7253,1,1,77,2154,2077
7254,0,0,3,0,-3
7255,1,0,3,0,-3
7256,0,0,33,0,-33
7257,0,0,72,0,-72
7258,0,0,15,0,-15
7259,1,0,52,0,-52
7260,1,1,754,2427,1673
7261,1,0,3,0,-3
7262,1,1,424,1248,824
7263,1,0,89,0,-89
7264,0,0,28,0,-28
7265,1,0,0,0,0
7266,1,0,38,0,-38
7267,0,0,1,0,-1
7268,0,0,7,0,-7
7269,1,1,1384,1310,-74
7270,1,0,79,0,-79
7271,1,1,431,1799,1368
7272,0,0,33,0,-33
7273,0,0,19,0,-19
7274,0,0,7,0,-7
7275,0,0,4,0,-4
7276,1,0,16,0,-16
7277,1,1,835,1721,886
7278,1,0,54,0,-54
7279,1,1,142,2856,2714
7280,1,1,611,1404,793
7281,0,0,48,0,-48
7282,0,0,24,0,-24
7283,0,0,5,0,-5
7284,1,0,161,0,-161
7285,1,0,29,0,-29
7286,0,0,12,0,-12
7287,0,0,76,0,-76
7288,1,0,36,0,-36
7289,1,0,10,0,-10
7290,0,0,9,0,-9
7291,1,1,364,1319,955
7292,1,0,134,0,-134
7293,1,0,38,0,-38
7294,1,0,198,0,-198
7295,1,1,138,1373,1235
7296,0,0,3,0,-3
7297,0,0,130,0,-130
7298,1,0,61,0,-61
7299,0,0,6,0,-6
7300,1,1,577,1241,664
7301,0,0,38,0,-38
7302,1,1,586,1635,1049
7303,1,0,152,0,-152
7304,0,0,162,0,-162
7305,0,0,10,0,-10
7306,1,0,20,0,-20
7307,0,0,16,0,-16
7308,0,0,34,0,-34
7309,1,0,235,0,-235
7310,1,1,729,1277,548
7311,0,0,58,0,-58
7312,1,0,91,0,-91
7313,1,1,538,2486,1948
7314,1,1,222,1337,1115
7315,1,0,78,0,-78
7316,1,0,275,0,-275
7317,0,0,39,0,-39
7318,1,0,12,0,-12
7319,0,0,64,0,-64
7320,0,0,25,0,-25
7321,1,1,2350,1282,-1068
7322,0,0,21,0,-21
7323,1,1,271,1353,1082
7324,1,1,160,1267,1107
7325,0,0,65,0,-65
7326,1,1,1208,2813,1605
7327,1,1,442,1777,1335
7328,1,1,847,1349,502
7329,1,0,13,0,-13
7330,0,0,16,0,-16
7331,0,0,2,0,-2
7332,1,1,720,1226,506
7333,1,1,158,1850,1692
7334,0,0,10,0,-10
7335,1,1,808,1695,887
7336,1,1,647,2379,1732
7337,0,0,27,0,-27
7338,1,0,21,0,-21
7339,1,0,20,0,-20
7340,0,0,34,0,-34
7341,1,1,386,1383,997
7342,1,0,30,0,-30
7343,1,0,11,0,-11
7344,1,1,185,1367,1182
7345,1,1,45,1340,1295
7346,1,1,496,1327,831
7347,1,0,44,0,-44
7348,0,0,95,0,-95
7349,0,0,75,0,-75
7350,1,1,334,1416,1082
7351,0,0,68,0,-68
7352,1,0,22,0,-22
7353,0,0,54,0,-54
7354,1,0,43,0,-43
7355,1,0,112,0,-112
7356,0,0,61,0,-61
7357,0,0,4,0,-4
7358,0,0,8,0,-8
7359,1,0,46,0,-46
7360,0,0,73,0,-73
7361,1,1,369,2020,1651
7362,1,1,384,1218,834
7363,0,0,38,0,-38
7364,1,0,88,0,-88
7365,1,0,28,0,-28
7366,0,0,20,0,-20
7367,0,0,15,0,-15
7368,1,1,422,1299,877
7369,0,0,12,0,-12
7370,0,0,10,0,-10
7371,0,0,64,0,-64
7372,0,0,15,0,-15
7373,0,0,153,0,-153
7374,1,1,374,1306,932
7375,0,0,38,0,-38
7376,0,0,42,0,-42
7377,0,0,14,0,-14
7378,1,0,132,0,-132
7379,1,0,166,0,-166
7380,1,1,235,1594,1359
7381,0,0,98,0,-98
7382,0,0,52,0,-52
7383,1,0,43,0,-43
7384,1,0,31,0,-31
7385,1,0,10,0,-10
7386,0,0,9,0,-9
7387,1,0,27,0,-27
7388,1,0,59,0,-59
7389,0,0,25,0,-25
7390,1,1,596,1347,751
7391,1,0,28,0,-28
7392,1,0,17,0,-17
7393,1,0,117,0,-117
7394,0,0,41,0,-41
7395,0,0,2,0,-2
7396,1,0,88,0,-88
7397,1,0,42,0,-42
7398,1,0,9,0,-9
7399,0,0,35,0,-35
7400,0,0,138,0,-138
7401,1,0,21,0,-21
7402,1,0,91,0,-91
7403,1,1,938,1333,395
7404,0,0,36,0,-36
7405,0,0,58,0,-58
7406,1,0,82,0,-82
7407,0,0,19,0,-19
7408,1,1,662,2659,1997
7409,1,0,0,0,0
7410,1,1,667,2161,1494
7411,1,0,65,0,-65
7412,1,1,294,1361,1067
7413,1,0,19,0,-19
7414,1,0,60,0,-60
7415,1,0,10,0,-10
7416,0,0,61,0,-61
7417,0,0,14,0,-14
7418,1,0,68,0,-68
7419,1,1,269,1551,1282
7420,1,0,65,0,-65
7421,1,0,27,0,-27
7422,0,0,105,0,-105
7423,0,0,66,0,-66
7424,0,0,12,0,-12
7425,0,0,189,0,-189
7426,1,0,15,0,-15
7427,1,1,483,1376,893
7428,1,1,425,1550,1125
7429,1,0,21,0,-21
7430,0,0,89,0,-89
7431,1,1,248,1321,1073
7432,1,1,278,1568,1290
7433,0,0,7,0,-7
7434,0,0,258,0,-258
7435,1,1,677,1347,670
7436,1,0,10,0,-10
7437,0,0,24,0,-24
7438,0,0,18,0,-18
7439,0,0,75,0,-75
7440,0,0,18,0,-18
7441,0,0,0,0,0
7442,1,1,437,1265,828
7443,0,0,34,0,-34
7444,0,0,73,0,-73
7445,0,0,142,0,-142
7446,1,1,108,1598,1490
7447,1,0,12,0,-12
7448,1,0,50,0,-50
7449,0,0,146,0,-146
7450,0,0,46,0,-46
7451,1,1,97,1543,1446
7452,1,0,44,0,-44
7453,0,0,14,0,-14
7454,0,0,51,0,-51
7455,1,0,21,0,-21
7456,0,0,19,0,-19
7457,1,1,630,2017,1387
7458,1,0,5,0,-5
7459,0,0,6,0,-6
7460,0,0,60,0,-60
7461,1,1,301,2572,2271
7462,1,1,131,1440,1309
7463,1,1,1830,4989,3159
7464,0,0,23,0,-23
7465,0,0,29,0,-29
7466,0,0,14,0,-14
7467,1,1,847,1648,801
7468,0,0,11,0,-11
7469,0,0,43,0,-43
7470,0,0,6,0,-6
7471,0,0,9,0,-9
7472,0,0,38,0,-38
7473,0,0,211,0,-211
7474,1,0,156,0,-156
7475,0,0,89,0,-89
7476,0,0,31,0,-31
7477,1,1,331,1248,917
7478,0,0,5,0,-5
7479,0,0,8,0,-8
7480,0,0,16,0,-16
7481,0,0,105,0,-105
7482,1,1,377,1424,1047
7483,0,0,1,0,-1
7484,0,0,22,0,-22
7485,1,1,21,1326,1305
7486,1,1,828,1384,556
7487,0,0,12,0,-12
7488,0,0,68,0,-68
7489,1,1,453,1203,750
7490,1,1,172,1345,1173
7491,0,0,50,0,-50
7492,1,1,171,1265,1094
7493,1,1,687,1300,613
7494,1,0,13,0,-13
7495,0,0,1,0,-1
7496,1,0,71,0,-71
7497,0,0,87,0,-87
7498,1,0,87,0,-87
7499,1,1,759,1805,1046
7500,1,0,123,0,-123
7501,1,1,303,3329,3026
7502,1,1,49,1244,1195
7503,1,1,814,3384,2570
7504,1,1,405,1842,1437
7505,1,1,990,1985,995
7506,0,0,38,0,-38
7507,0,0,134,0,-134
7508,0,0,68,0,-68
7509,0,0,67,0,-67
7510,1,0,17,0,-17
7511,1,0,46,0,-46
7512,0,0,84,0,-84
7513,1,0,26,0,-26
7514,1,0,28,0,-28
7515,1,0,24,0,-24
7516,0,0,119,0,-119
7517,0,0,62,0,-62
7518,1,1,1549,1291,-258
7519,0,0,126,0,-126
7520,1,0,78,0,-78
7521,1,1,389,1248,859
7522,1,0,207,0,-207
7523,1,1,684,1280,596
7524,1,1,327,2198,1871
7525,1,1,198,1342,1144
7526,1,0,6,0,-6
7527,0,0,19,0,-19
7528,1,0,20,0,-20
7529,1,0,30,0,-30
7530,1,1,1287,1319,32
7531,1,0,39,0,-39
7532,1,1,637,1351,714
7533,0,0,13,0,-13
7534,1,0,181,0,-181
7535,0,0,29,0,-29
7536,1,1,718,1210,492
7537,1,0,27,0,-27
7538,1,1,317,1967,1650
7539,1,1,1251,1208,-43
7540,1,0,62,0,-62
7541,1,0,23,0,-23
7542,0,0,14,0,-14
7543,1,1,117,1497,1380
7544,0,0,0,0,0
7545,1,0,27,0,-27
7546,0,0,46,0,-46
7547,1,1,1220,1446,226
7548,1,1,267,2638,2371
7549,0,0,66,0,-66
7550,1,1,68,1384,1316
7551,1,1,407,1400,993
7552,0,0,83,0,-83
7553,1,1,618,1863,1245
7554,1,1,431,1849,1418
7555,1,1,620,2023,1403
7556,1,0,20,0,-20
7557,0,0,26,0,-26
7558,0,0,27,0,-27
7559,0,0,91,0,-91
7560,1,1,309,1544,1235
7561,1,1,98,1320,1222
7562,1,1,1044,1564,520
7563,0,0,18,0,-18
7564,0,0,43,0,-43
7565,0,0,11,0,-11
7566,0,0,47,0,-47
7567,1,0,19,0,-19
7568,1,1,311,1237,926
7569,0,0,47,0,-47
7570,1,0,10,0,-10
7571,0,0,12,0,-12
7572,1,0,28,0,-28
7573,0,0,60,0,-60
7574,1,0,59,0,-59
7575,1,0,106,0,-106
7576,1,0,138,0,-138
7577,1,0,75,0,-75
7578,1,0,32,0,-32
7579,0,0,2,0,-2
7580,1,1,580,1857,1277
7581,1,1,841,1306,465
7582,1,0,77,0,-77
7583,0,0,35,0,-35
7584,0,0,89,0,-89
7585,0,0,59,0,-59
7586,0,0,81,0,-81
7587,1,0,147,0,-147
7588,1,1,1914,2835,921
7589,0,0,131,0,-131
7590,1,0,24,0,-24
7591,1,1,236,2978,2742
7592,0,0,78,0,-78
7593,0,0,135,0,-135
7594,0,0,30,0,-30
7595,1,1,1598,1449,-149
7596,1,0,117,0,-117
7597,1,0,15,0,-15
7598,1,0,41,0,-41
7599,1,0,112,0,-112
7600,1,1,748,1530,782
7601,0,0,6,0,-6
7602,1,0,41,0,-41
7603,1,1,361,1252,891
7604,0,0,150,0,-150
7605,1,0,78,0,-78
7606,0,0,7,0,-7
7607,0,0,4,0,-4
7608,1,0,28,0,-28
7609,1,1,192,1388,1196
7610,0,0,5,0,-5
7611,0,0,76,0,-76
7612,0,0,41,0,-41
7613,0,0,123,0,-123
7614,1,0,31,0,-31
7615,1,0,73,0,-73
7616,0,0,12,0,-12
7617,0,0,11,0,-11
7618,1,0,4,0,-4
7619,1,0,59,0,-59
7620,1,0,37,0,-37
7621,1,1,1297,1440,143
7622,1,0,4,0,-4
7623,1,0,16,0,-16
7624,1,1,164,1871,1707
7625,1,1,164,1234,1070
7626,1,0,16,0,-16
7627,1,0,70,0,-70
7628,0,0,21,0,-21
7629,0,0,18,0,-18
7630,1,0,25,0,-25
7631,1,0,78,0,-78
7632,1,0,31,0,-31
7633,1,1,763,1898,1135
7634,0,0,27,0,-27
7635,0,0,24,0,-24
7636,0,0,11,0,-11
7637,1,1,160,1438,1278
7638,1,1,396,1243,847
7639,0,0,12,0,-12
7640,1,1,65,3093,3028
7641,0,0,128,0,-128
7642,0,0,71,0,-71
7643,1,0,69,0,-69
7644,0,0,9,0,-9
7645,1,0,37,0,-37
7646,0,0,91,0,-91
7647,1,1,262,1425,1163
7648,0,0,71,0,-71
7649,0,0,33,0,-33
7650,0,0,41,0,-41
7651,1,1,1017,1384,367
7652,1,1,1613,1431,-182
7653,0,0,13,0,-13
7654,0,0,17,0,-17
7655,1,1,266,2581,2315
7656,1,1,289,2560,2271
7657,1,0,49,0,-49
7658,0,0,68,0,-68
7659,0,0,21,0,-21
7660,1,1,402,1545,1143
7661,0,0,33,0,-33
7662,1,0,146,0,-146
7663,1,0,94,0,-94
7664,1,0,214,0,-214
7665,0,0,7,0,-7
7666,0,0,32,0,-32
7667,1,1,279,1325,1046
7668,0,0,58,0,-58
7669,1,0,11,0,-11
7670,1,0,25,0,-25
7671,1,0,45,0,-45
7672,1,0,187,0,-187
7673,1,0,28,0,-28
7674,1,0,43,0,-43
7675,0,0,206,0,-206
7676,0,0,0,0,0
7677,1,1,1279,1561,282
7678,0,0,123,0,-123
7679,1,1,692,1702,1010
7680,1,0,82,0,-82
7681,1,0,9,0,-9
7682,0,0,30,0,-30
7683,1,1,176,2816,2640
7684,0,0,32,0,-32
7685,0,0,111,0,-111
7686,1,0,34,0,-34
7687,0,0,29,0,-29
7688,0,0,8,0,-8
7689,0,0,4,0,-4
7690,1,0,40,0,-40
7691,1,1,124,1760,1636
7692,1,1,299,1229,930
7693,0,0,39,0,-39
7694,1,1,241,1841,1600
7695,0,0,68,0,-68
7696,1,0,50,0,-50
7697,1,1,782,1241,459
7698,0,0,3,0,-3
7699,1,1,599,1668,1069
7700,1,1,813,1860,1047
7701,0,0,12,0,-12
7702,0,0,37,0,-37
7703,1,0,75,0,-75
7704,1,0,62,0,-62
7705,1,1,114,1466,1352
7706,0,0,119,0,-119
7707,1,0,14,0,-14
7708,0,0,26,0,-26
7709,1,0,38,0,-38
7710,1,1,484,1240,756
7711,0,0,2,0,-2
7712,1,1,254,1300,1046
7713,1,0,5,0,-5
7714,0,0,2,0,-2
7715,0,0,29,0,-29
7716,1,1,38,1222,1184
7717,0,0,42,0,-42
7718,0,0,156,0,-156
7719,0,0,13,0,-13
7720,1,0,68,0,-68
7721,1,0,41,0,-41
7722,1,0,3,0,-3
7723,0,0,129,0,-129
7724,0,0,19,0,-19
7725,1,0,128,0,-128
7726,0,0,10,0,-10
7727,0,0,25,0,-25
7728,1,0,16,0,-16
7729,1,0,36,0,-36
7730,0,0,77,0,-77
7731,1,0,38,0,-38
7732,0,0,40,0,-40
7733,0,0,18,0,-18
7734,0,0,49,0,-49
7735,0,0,16,0,-16
7736,0,0,207,0,-207
7737,0,0,61,0,-61
7738,1,1,691,1474,783
7739,0,0,73,0,-73
7740,1,1,547,1576,1029
7741,1,1,461,1297,836
7742,1,1,427,1530,1103
7743,1,0,81,0,-81
7744,1,0,6,0,-6
7745,1,0,6,0,-6
7746,1,0,10,0,-10
7747,1,1,358,3653,3295
7748,0,0,33,0,-33
7749,0,0,12,0,-12
7750,0,0,88,0,-88
7751,1,0,53,0,-53
7752,1,1,799,1369,570
7753,0,0,236,0,-236
7754,0,0,41,0,-41
7755,0,0,93,0,-93
7756,1,1,554,1490,936
7757,1,0,5,0,-5
7758,0,0,5,0,-5
7759,1,0,148,0,-148
7760,1,1,968,1502,534
7761,1,0,12,0,-12
7762,1,0,4,0,-4
7763,1,0,30,0,-30
7764,0,0,41,0,-41
7765,1,0,5,0,-5
7766,1,0,66,0,-66
7767,1,1,138,1362,1224
7768,1,0,10,0,-10
7769,1,0,28,0,-28
7770,1,0,97,0,-97
7771,1,0,7,0,-7
7772,1,1,140,1202,1062
7773,1,1,1173,1283,110
7774,0,0,51,0,-51
7775,1,1,1306,2134,828
7776,0,0,12,0,-12
7777,0,0,24,0,-24
7778,1,0,14,0,-14
7779,0,0,58,0,-58
7780,0,0,20,0,-20
7781,0,0,93,0,-93
7782,0,0,27,0,-27
7783,1,0,0,0,0
7784,1,1,342,1350,1008
7785,1,1,151,1407,1256
7786,1,1,114,1693,1579
7787,0,0,7,0,-7
7788,1,1,153,1386,1233
7789,0,0,76,0,-76
7790,0,0,29,0,-29
7791,1,0,138,0,-138
7792,0,0,50,0,-50
7793,1,1,1175,2918,1743
7794,0,0,53,0,-53
7795,0,0,28,0,-28
7796,1,1,2283,1491,-792
7797,1,1,1590,1318,-272
7798,0,0,77,0,-77
7799,0,0,47,0,-47
7800,0,0,6,0,-6
7801,0,0,21,0,-21
7802,1,0,32,0,-32
7803,0,0,10,0,-10
7804,0,0,187,0,-187
7805,1,0,9,0,-9
7806,1,0,93,0,-93
7807,0,0,15,0,-15
7808,0,0,25,0,-25
7809,1,1,1102,1723,621
7810,0,0,21,0,-21
7811,0,0,91,0,-91
7812,0,0,210,0,-210
7813,0,0,281,0,-281
7814,0,0,99,0,-99
7815,1,1,132,1436,1304
7816,1,1,880,3493,2613
7817,1,0,38,0,-38
7818,1,1,71,1367,1296
7819,1,0,15,0,-15
7820,0,0,19,0,-19
7821,1,1,577,1383,806
7822,1,0,6,0,-6
7823,1,0,65,0,-65
7824,1,0,55,0,-55
7825,1,0,55,0,-55
7826,1,1,361,1330,969
7827,0,0,65,0,-65
7828,0,0,48,0,-48
7829,0,0,27,0,-27
7830,0,0,86,0,-86
7831,1,1,343,1252,909
7832,0,0,54,0,-54
7833,1,0,0,0,0
7834,1,0,125,0,-125
7835,0,0,46,0,-46
7836,1,0,36,0,-36
7837,1,1,1033,1465,432
7838,1,0,31,0,-31
7839,0,0,44,0,-44
7840,0,0,35,0,-35
7841,1,0,91,0,-91
7842,0,0,49,0,-49
7843,0,0,73,0,-73
7844,0,0,48,0,-48
7845,1,1,282,1367,1085
7846,0,0,165,0,-165
7847,1,0,193,0,-193
7848,1,1,1195,1327,132
7849,0,0,48,0,-48
7850,0,0,15,0,-15
7851,1,1,1009,1754,745
7852,0,0,13,0,-13
7853,0,0,57,0,-57
7854,1,1,99,1477,1378
7855,1,1,1390,1457,67
7856,1,1,228,2082,1854
7857,0,0,155,0,-155
7858,1,0,22,0,-22
7859,1,1,401,1285,884
7860,1,0,23,0,-23
7861,1,0,85,0,-85
7862,1,0,12,0,-12
7863,0,0,80,0,-80
7864,0,0,98,0,-98
7865,1,1,847,1800,953
7866,1,1,403,2311,1908
7867,1,0,217,0,-217
7868,0,0,13,0,-13
7869,0,0,23,0,-23
7870,0,0,24,0,-24
7871,0,0,65,0,-65
7872,0,0,18,0,-18
7873,0,0,0,0,0
7874,1,0,47,0,-47
7875,1,1,249,1252,1003
7876,1,0,2,0,-2
7877,0,0,60,0,-60
7878,0,0,3,0,-3
7879,1,0,17,0,-17
7880,0,0,8,0,-8
7881,1,1,414,1424,1010
7882,1,0,7,0,-7
7883,0,0,108,0,-108
7884,0,0,6,0,-6
7885,1,0,35,0,-35
7886,1,0,41,0,-41
7887,1,1,506,1230,724
7888,0,0,29,0,-29
7889,0,0,2,0,-2
7890,1,1,75,1546,1471
7891,1,1,204,1215,1011
7892,1,0,2,0,-2
7893,0,0,5,0,-5
7894,0,0,16,0,-16
7895,1,0,14,0,-14
7896,0,0,25,0,-25
7897,1,1,1094,1271,177
7898,0,0,88,0,-88
7899,0,0,69,0,-69
7900,1,1,508,1592,1084
7901,1,1,1224,1218,-6
7902,1,1,1483,1808,325
7903,0,0,0,0,0
7904,0,0,27,0,-27
7905,0,0,117,0,-117
7906,1,0,11,0,-11
7907,0,0,8,0,-8
7908,1,0,40,0,-40
7909,1,0,65,0,-65
7910,0,0,27,0,-27
7911,1,0,304,0,-304
7912,0,0,78,0,-78
7913,0,0,38,0,-38
7914,1,0,75,0,-75
7915,1,1,177,1999,1822
7916,1,0,40,0,-40
7917,1,0,102,0,-102
7918,1,0,64,0,-64
7919,1,1,1025,1237,212
7920,0,0,27,0,-27
7921,1,1,1053,2124,1071
7922,0,0,29,0,-29
7923,0,0,2,0,-2
7924,1,0,84,0,-84
7925,0,0,188,0,-188
7926,1,0,54,0,-54
7927,1,1,683,1533,850
7928,0,0,8,0,-8
7929,0,0,175,0,-175
7930,1,1,200,1302,1102
7931,0,0,25,0,-25
7932,1,0,24,0,-24
7933,1,1,59,1264,1205
7934,1,1,49,1203,1154
7935,1,1,627,1322,695
7936,1,0,63,0,-63
7937,0,0,58,0,-58
7938,1,1,608,1434,826
7939,1,0,85,0,-85
7940,1,0,27,0,-27
7941,1,1,477,1896,1419
7942,0,0,85,0,-85
7943,1,0,0,0,0
7944,0,0,28,0,-28
7945,1,0,44,0,-44
7946,1,1,625,1213,588
7947,0,0,56,0,-56
7948,0,0,0,0,0
7949,1,1,38,1961,1923
7950,1,0,20,0,-20
7951,0,0,77,0,-77
7952,1,0,92,0,-92
7953,1,1,1407,1347,-60
7954,0,0,23,0,-23
7955,1,1,823,1206,383
7956,0,0,47,0,-47
7957,1,1,131,1504,1373
7958,1,0,45,0,-45
7959,1,1,90,1327,1237
7960,1,0,99,0,-99
7961,1,1,522,1927,1405
7962,1,1,313,1566,1253
7963,1,0,2,0,-2
7964,1,0,30,0,-30
7965,0,0,9,0,-9
7966,1,1,329,1489,1160
7967,1,1,585,1549,964
7968,1,0,93,0,-93
7969,1,0,2,0,-2
7970,0,0,27,0,-27
7971,0,0,152,0,-152
7972,1,1,298,1381,1083
7973,1,1,341,1495,1154
7974,1,1,278,1458,1180
7975,0,0,6,0,-6
7976,1,0,49,0,-49
7977,0,0,12,0,-12
7978,1,0,96,0,-96
7979,1,0,13,0,-13
7980,0,0,1,0,-1
7981,1,1,126,1636,1510
7982,1,0,16,0,-16
7983,0,0,59,0,-59
7984,0,0,115,0,-115
7985,1,0,11,0,-11
7986,1,0,36,0,-36
7987,0,0,51,0,-51
7988,1,1,2035,1456,-579
7989,0,0,63,0,-63
7990,1,1,453,1293,840
7991,1,0,48,0,-48
7992,1,0,103,0,-103
7993,0,0,6,0,-6
7994,1,0,99,0,-99
7995,1,1,1160,1220,60
7996,1,0,224,0,-224
7997,1,1,1229,1361,132
7998,1,0,56,0,-56
7999,0,0,14,0,-14
8000,1,0,42,0,-42
8001,0,0,7,0,-7
8002,1,1,595,1370,775
8003,1,0,40,0,-40
8004,1,1,887,1515,628
8005,0,0,70,0,-70
8006,0,0,1,0,-1
8007,1,0,12,0,-12
8008,1,1,155,1266,1111
8009,0,0,32,0,-32
8010,1,1,316,1767,1451
8011,1,1,697,1390,693
8012,1,0,78,0,-78
8013,0,0,70,0,-70
8014,0,0,23,0,-23
8015,0,0,41,0,-41
8016,1,0,55,0,-55
8017,0,0,0,0,0
8018,0,0,264,0,-264
8019,1,1,861,1402,541
8020,0,0,61,0,-61
8021,1,1,1632,1443,-189
8022,1,1,790,1366,576
8023,0,0,116,0,-116
8024,1,1,92,1285,1193
8025,1,1,35,1773,1738
8026,1,1,1390,1378,-12
8027,0,0,11,0,-11
8028,0,0,82,0,-82
8029,0,0,37,0,-37
8030,0,0,18,0,-18
8031,0,0,44,0,-44
8032,0,0,15,0,-15
8033,1,0,135,0,-135
8034,1,1,875,2051,1176
8035,1,0,22,0,-22
8036,1,1,216,1272,1056
8037,1,0,131,0,-131
8038,1,1,46,1534,1488
8039,1,0,40,0,-40
8040,0,0,0,0,0
8041,1,0,74,0,-74
8042,1,0,9,0,-9
8043,1,1,2068,1704,-364
8044,0,0,15,0,-15
8045,1,0,50,0,-50
8046,1,0,87,0,-87
8047,1,0,38,0,-38
8048,0,0,1,0,-1
8049,1,0,38,0,-38
8050,0,0,17,0,-17
8051,0,0,10,0,-10
8052,0,0,56,0,-56
8053,1,1,76,1230,1154
8054,0,0,60,0,-60
8055,1,1,511,1677,1166
8056,0,0,3,0,-3
8057,1,0,56,0,-56
8058,0,0,3,0,-3
8059,0,0,59,0,-59
8060,1,1,1832,1395,-437
8061,1,1,161,1332,1171
8062,1,1,390,1236,846
8063,0,0,22,0,-22
8064,1,1,1107,1289,182
8065,1,1,906,1498,592
8066,1,1,565,1636,1071
8067,1,0,48,0,-48
8068,1,1,445,1751,1306
8069,0,0,53,0,-53
8070,0,0,27,0,-27
8071,0,0,24,0,-24
8072,1,1,316,1304,988
8073,0,0,51,0,-51
8074,1,0,36,0,-36
8075,1,0,83,0,-83
8076,1,0,15,0,-15
8077,1,1,7,1296,1289
