ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
850,49,22870.300556739145,0.14487284278172713,1,348,7882,1651,9185
851,52,29152.799850615786,0.06219245094847345,1,175,11201,2243,13269
852,39,25387.38844155621,0.08272453512414736,1,182,12733,3874,16425
853,64,30122.30385982823,0.39306180629903587,1,239,5529,1462,6752
854,36,20347.01648789939,0.22458292952202308,0,9,0,0,-9
855,18,24756.836371164867,0.08337422587567216,1,313,5368,2003,7058
856,49,24286.936209240026,0.1591588197531707,1,326,9659,1482,10815
857,30,22244.390100385543,0.16691706364584724,1,1018,7112,3446,9540
858,33,21180.0380339287,0.1088908838103576,1,1493,8344,2140,8991
859,46,20411.08122746507,0.004253381423436066,1,285,5690,2352,7757
860,33,24146.25013484053,0.06641184213807734,1,1317,5573,2499,6755
861,68,22937.53876656175,0.028379383182865765,1,409,6273,1756,7620
862,20,20055.825749748525,0.01825513198743476,0,5,0,0,-5
863,69,33929.65752222776,0.20520976194286042,1,1196,7075,1876,7755
864,65,50005.89976265027,0.06691342046277643,1,268,6670,1544,7946
865,49,21681.703134310952,0.14075781707822324,1,2257,5868,1668,5279
866,23,21044.03427402404,0.024994846264359306,1,740,9152,1746,10158
867,33,24409.509022277965,0.0500404842862012,1,408,6551,2509,8652
868,19,27008.426171811287,0.03395509483803342,1,87,6448,1419,7780
869,73,21286.757152321377,0.02340308864498475,1,472,7679,1392,8599
870,68,48469.39856512399,0.36538452317386516,1,634,16128,1799,17293
871,45,24624.995316471966,0.15903233780642542,1,597,5328,1617,6348
872,32,24581.41860506306,0.006025551361891582,1,1146,22984,3076,24914
873,41,40817.65977530805,0.02035708726994759,1,771,13565,1787,14581
874,72,21926.278287781868,0.05327945869890294,1,1560,6711,1469,6620
875,52,23723.86234684366,0.23127245638342533,1,2444,5508,1600,4664
876,50,29239.589686915453,0.09922195089780336,1,382,7670,1451,8739
877,26,83207.48647205469,0.20990470970347067,0,123,0,0,-123
878,65,21614.76421371082,0.11937277256407795,0,109,0,0,-109
879,25,20992.805137414663,0.052142091708570246,1,51,8937,1432,10318
880,62,28703.8834720518,0.15349610755793372,1,241,6423,2027,8209
881,56,22000.20187761909,0.12257067181920886,1,639,9414,1986,10761
882,36,29603.19866557743,0.017718443089491224,1,19,5957,1388,7326
883,46,24239.94349323115,0.16298872941795517,0,1,0,0,-1
884,43,20183.881643346816,0.4667203806704729,0,7,0,0,-7
885,38,38538.66387905344,0.038005697205563696,0,3,0,0,-3
886,25,22510.72557170348,0.11972949891575935,1,1105,17468,2118,18481
887,30,24903.088374431754,0.1523588939867548,1,991,6765,1419,7193
888,38,26167.583857161204,0.018325935641397534,1,131,11587,1566,13022
889,49,31547.104687522413,0.1382233706542906,0,41,0,0,-41
890,74,28944.50827124501,0.14628753281672952,1,1854,6303,2907,7356
891,43,28081.436421043945,0.12173414674886243,1,677,8574,2255,10152
892,31,28163.661083815678,0.0903649951070493,1,359,7625,3007,10273
893,59,37503.72070054166,0.043530305219015145,0,11,0,0,-11
894,22,28720.02148261135,0.03038546699925636,1,442,5904,1586,7048
895,22,27022.50005913348,0.01684059824365631,1,1287,9208,1398,9319
896,25,30710.378853019403,0.04763449270062694,1,687,14416,1371,15100
897,24,24107.1131612317,0.27541127768074636,1,1508,5446,2349,6287
898,22,23093.153464701856,0.035643874935272594,1,225,5625,1941,7341
899,60,20141.436180875386,0.10053871393510641,0,10,0,0,-10
900,47,21037.951449733646,0.03425056718003264,1,21,7111,1696,8786
901,19,21870.94595165604,0.0036635993283347756,1,191,14420,1592,15821
902,32,21255.880021593355,0.048299503106671964,1,470,10001,2169,11700
903,19,21680.65443926301,0.09875489940315658,1,477,9999,1782,11304
904,56,25654.879115978314,0.23772760864545653,1,216,5515,1473,6772
905,24,26664.123020937066,0.25926123387872113,0,3,0,0,-3
906,66,24041.086877736867,0.03064559135477907,1,345,17275,1981,18911
907,21,21538.974252182008,0.1501483178184168,0,26,0,0,-26
908,30,20377.570569798194,0.11224636059144114,1,803,10366,1335,10898
909,22,28840.70539360407,0.3175358010926851,1,421,8494,1423,9496
910,29,22753.473567261288,0.03691561609331689,1,1287,5602,1951,6266
911,23,21215.545025562267,0.04164612374354521,1,1093,5795,1902,6604
912,34,22800.484219220732,0.07373883509934101,1,54,22937,1341,24224
913,29,22035.733198665563,0.07903059217780746,0,17,0,0,-17
914,56,84572.65806450952,0.1349911879862485,0,43,0,0,-43
915,40,30968.881516815134,0.24535461598394845,0,2,0,0,-2
916,62,21347.92860815573,0.03968626038037348,1,288,6287,1415,7414
917,28,20424.97506537901,0.07787079669057967,1,515,11751,2543,13779
918,50,27105.15659663919,0.36357443369159875,1,245,8773,2394,10922
919,60,21828.459195277028,0.24954368496333598,1,913,8413,1617,9117
920,21,21392.972436869914,0.01947399020003808,1,100,8075,3163,11138
921,26,28644.21387771468,0.0912987769214313,0,2,0,0,-2
922,24,29610.90719685034,0.06531715758600505,1,97,12263,2520,14686
923,32,26587.088261209556,0.13533339571418054,1,476,17164,1561,18249
924,23,20386.073665079948,0.1617379162723722,0,53,0,0,-53
925,34,35142.84372074534,0.1304047202085638,1,200,7364,1430,8594
926,67,29639.398645856618,0.08698898020947367,1,334,11401,2311,13378
927,35,23163.553888250695,0.17315651397213047,1,1578,5571,1610,5603
928,42,45243.16737958866,0.267764731997148,0,32,0,0,-32
929,21,22041.36110463208,0.1643667284827876,1,103,17117,2611,19625
930,38,40099.60630917182,0.066705983186203,0,100,0,0,-100
931,19,44809.93502118697,0.3097839134861529,1,168,96662,1562,98056
932,62,31096.883411589457,0.06555464458497462,0,24,0,0,-24
933,43,21220.231235852705,0.18249374161002752,0,20,0,0,-20
934,58,52432.40232065786,0.01819259815057679,0,46,0,0,-46
935,34,21933.391565809234,0.3983106588982326,0,34,0,0,-34
936,39,26778.59415801628,0.18478286829432938,0,13,0,0,-13
937,58,31945.94042287077,0.17235600035335025,0,23,0,0,-23
938,40,20728.433269795445,0.03303109592467655,0,31,0,0,-31
939,39,38625.44455910228,0.08901831009099911,1,450,12226,1642,13418
940,34,48129.173707964284,0.11648780853701834,1,457,7858,1543,8944
941,19,24750.191467327182,0.08040331032739761,1,414,29413,1371,30370
942,59,26317.573098269786,0.09288360233509356,1,410,6996,1558,8144
943,19,40199.16641120663,0.2862367832113568,1,893,5718,1377,6202
944,72,21887.066906013762,0.18213663947831973,0,75,0,0,-75
945,66,21477.410388496803,0.2690632966091263,1,83,6442,1384,7743
946,48,21988.82178950407,0.05973278336538455,1,255,17538,2659,19942
947,39,81988.85042407333,0.01487963004166037,1,416,6655,1379,7618
948,51,23493.56572531129,0.08624829338624929,0,30,0,0,-30
949,18,25963.67129547183,0.1298464698265443,0,123,0,0,-123
950,31,35280.29526251176,0.03673765258918716,0,118,0,0,-118
951,19,21180.645768851748,0.15585107181346147,1,121,13693,1755,15327
952,34,32125.26376209882,0.12123157506725644,0,7,0,0,-7
953,22,41404.4627264281,0.10278814652763764,1,549,10870,1752,12073
954,18,21460.034456511097,0.4219295896508185,1,127,5350,1706,6929
955,44,31379.278023516537,0.3414807766821993,1,439,5573,2407,7541
956,51,22789.176933506842,0.2950093704358131,0,7,0,0,-7
957,20,29113.64984812914,0.08398647008104503,0,15,0,0,-15
958,35,43793.61326539628,0.08431204423649548,1,465,7263,1538,8336
959,57,21868.697096536285,0.005737916244446629,1,2311,8636,1366,7691
960,19,40825.90410526902,0.11210255472041124,1,631,12192,3678,15239
961,62,28685.953352242715,0.1289139619783292,0,16,0,0,-16
962,59,40780.78462852484,0.3705447139313653,1,617,6122,1378,6883
963,63,23866.5430844288,0.3759680149952304,0,33,0,0,-33
964,32,20919.103065655952,0.054165469065491814,1,2023,9887,1555,9419
965,35,26584.96145034814,0.006298804894252453,1,186,16471,1610,17895
966,62,28210.38257670677,0.029060164265975373,1,654,7324,1394,8064
967,26,27312.656050935966,0.04373143705329818,1,828,6196,1507,6875
968,36,119986.40710181468,0.09331692635024921,1,528,11161,1584,12217
969,43,21474.046964781443,0.0006378202898429653,0,114,0,0,-114
970,41,26531.558363116066,0.3355506189683473,1,515,5276,1358,6119
971,50,37593.82278883203,0.07075834510221415,0,23,0,0,-23
972,30,26576.068938937737,0.0788789092540336,1,242,5356,1726,6840
973,20,27730.94750386635,0.037789990786203154,1,766,10727,1636,11597
974,33,20917.817174729287,0.05446382755766466,1,81,5349,1809,7077
975,51,21501.892889461335,0.005446709803509324,0,12,0,0,-12
976,42,38975.73247322224,0.06227026828621801,1,32,5396,1530,6894
977,23,31734.717996602103,0.0393198393959356,0,38,0,0,-38
978,71,20732.041085989655,0.004650899899617661,1,158,19954,1635,21431
979,21,24984.325714412542,0.19946323021140128,1,254,5734,1732,7212
980,57,22921.71581536482,0.06499946301264414,1,117,11629,1739,13251
981,66,21154.847463975904,0.09836384275723915,1,294,12102,2727,14535
982,55,28910.48398804887,0.11512472555687576,0,30,0,0,-30
983,24,29898.721258195303,0.11990783013506598,1,587,7816,1964,9193
984,56,20317.77826483817,0.0905126273777856,0,88,0,0,-88
985,26,36378.176679724,0.08308681891368928,1,460,9822,1435,10797
986,36,35472.373985406826,0.03971512290368076,1,174,9845,1815,11486
987,29,21578.328609363576,0.06261806682521852,1,326,7683,1629,8986
988,68,44872.14649617878,0.16678087422924445,0,16,0,0,-16
989,20,40899.99314526529,0.11684406657332934,1,140,6447,1460,7767
990,34,36314.12050308977,0.1701937138246473,1,445,11345,1569,12469
991,19,25672.53449783672,0.06850680517895333,1,2534,6026,1798,5290
992,31,31651.695869439292,0.16215440211579535,1,1232,5756,2905,7429
993,21,20360.68919621771,0.38186031993718034,0,18,0,0,-18
994,20,22890.558792545664,0.09095976992402852,1,1217,9352,1507,9642
995,37,34348.127599218074,0.0724925898389987,1,56,8478,1533,9955
996,71,21813.091082534356,0.10743254363791656,1,551,20322,2337,22108
997,44,22333.920139685848,0.35918282346644015,0,4,0,0,-4
998,24,39868.47433922724,0.1819856231490236,0,32,0,0,-32
999,74,21324.83908673461,0.49715296688289373,0,18,0,0,-18
1000,31,20889.50732713991,0.22004802376633295,1,101,5470,2835,8204
1001,73,21536.37885056109,0.05313575989241054,1,549,30625,4718,34794
1002,21,27451.26326409272,0.13839795797401946,1,109,5350,1992,7233
1003,21,20642.229045366985,0.09580326256626069,1,386,5302,1527,6443
1004,41,22330.673967967756,0.0672491823251862,0,99,0,0,-99
1005,19,34308.53485837852,0.008187986658227207,1,85,6694,1406,8015
1006,24,27607.61308752219,0.02455841789765976,0,44,0,0,-44
1007,25,37970.41234638854,0.15338477495685865,1,292,17301,2909,19918
1008,37,23830.115077037583,0.06329567595539001,1,341,8304,2860,10823
1009,20,30331.395723181235,0.06109884238231293,1,85,6372,2733,9020
1010,64,24033.223164262436,0.13460581808812544,0,23,0,0,-23
1011,22,20603.10734437339,0.04919257894275531,1,634,6689,1990,8045
1012,42,25936.707427970894,0.22677830359652262,1,1169,7421,1470,7722
1013,48,22251.810308948425,0.08864301029522866,1,138,6134,1403,7399
1014,29,23154.57886898959,0.09200047858793844,1,113,9067,1702,10656
1015,28,20099.317642715716,0.37272718151836687,0,25,0,0,-25
1016,33,25948.367789137134,0.03949746728970089,1,609,8868,1932,10191
1017,28,20340.19591848609,0.026363547828905213,0,40,0,0,-40
1018,53,25377.50973452849,0.10668411623317464,1,1653,6662,1502,6511
1019,69,20817.664497889233,0.11430292068165036,1,321,23302,1586,24567
1020,18,25331.506021867765,0.12610789159165176,0,179,0,0,-179
1021,24,20044.337944602725,0.022939180991442192,1,294,5773,1391,6870
1022,26,20593.293509624204,0.18621753511932201,1,1094,7329,2610,8845
1023,24,20054.48309529455,0.09003943709946063,0,3,0,0,-3
1024,22,47552.35105702636,0.5462674171479387,1,488,6484,1357,7353
1025,41,23853.19302463252,0.16356785286339226,1,263,9300,1533,10570
1026,62,21722.689278407204,0.0034454031267873116,1,232,16411,1664,17843
1027,30,39571.13583142371,0.024138457193903878,0,30,0,0,-30
1028,70,23407.516173137585,0.05775216553014122,1,1131,6444,2409,7722
1029,23,42643.08586718851,0.1289091495956337,1,213,5897,1346,7030
1030,37,23424.664312123423,0.07934465161692004,1,723,5625,1992,6894
1031,21,30422.88108726452,0.00605225189634188,1,359,5603,2027,7271
1032,25,26944.158826814433,0.3853740190367946,0,33,0,0,-33
1033,28,20709.59582523445,0.04756387698861837,1,1697,7227,1720,7250
1034,41,36552.07665237914,0.019561776015109764,0,28,0,0,-28
1035,29,23604.530154558957,0.08486412817186055,0,23,0,0,-23
1036,68,24397.92418630619,0.17664072987085,1,530,11007,2119,12596
1037,46,40699.51797395133,0.08643729580425694,1,626,5947,1392,6713
1038,18,48931.797326005,0.09496134878450077,1,1529,5644,1488,5603
1039,41,20086.37101520451,0.019493384642489345,1,1793,6626,1670,6503
1040,55,29378.576816718818,0.24487142890393088,1,1653,6345,3958,8650
1041,47,35750.03878404261,0.0034313387788503114,1,137,5888,2107,7858
1042,72,21599.79952795586,0.2124384518347676,1,184,7117,1656,8589
1043,32,38904.02180233641,0.029103274939056654,0,22,0,0,-22
1044,28,22475.45304388654,0.07215683213217734,1,917,5570,1405,6058
1045,21,25514.133760864373,0.04220382900163301,0,110,0,0,-110
1046,61,20982.077798142815,0.17136721125343926,0,10,0,0,-10
1047,19,22576.041363133943,0.15102100500678242,1,76,5869,2786,8579
1048,22,33629.83353478271,0.1142669515199528,0,15,0,0,-15
1049,25,21271.858537186476,0.09089387338265476,0,21,0,0,-21
1050,36,20961.51969182931,0.13639099790663017,1,1338,6226,3077,7965
1051,61,21184.750305515397,0.35117404063373203,0,38,0,0,-38
1052,32,20683.938250604424,0.1966162714047763,0,5,0,0,-5
1053,39,20465.075195429115,0.04399943070441111,1,716,7266,1954,8504
1054,32,29329.82145460901,0.3375962431405237,1,148,6659,1651,8162
1055,19,35806.10393372795,0.04253453837325193,0,286,0,0,-286
1056,32,37678.367157363384,0.4111275399273923,1,140,23649,1460,24969
1057,68,25311.133179189786,0.09763233568424613,1,512,6171,1561,7220
1058,22,20771.27333994997,0.04326857673330661,1,1174,9180,1655,9661
1059,25,22472.500627324847,0.13647789826200313,1,111,15063,1508,16460
1060,43,21987.737103906176,0.20880440489276111,1,772,9301,1626,10155
1061,33,21567.091909189334,0.1186946280011647,1,96,8043,1579,9526
1062,20,24285.024414451585,0.07836945585618744,1,1516,5298,1375,5157
1063,51,20026.92838715096,0.011039424639241884,0,34,0,0,-34
1064,22,20544.921371117256,0.07624720620641813,0,3,0,0,-3
1065,58,47723.99091481263,0.3314535024576943,1,120,5270,1740,6890
1066,44,38771.807746643324,0.007293287628118802,1,348,6000,1888,7540
1067,75,71577.50067174346,0.03834962751372896,1,255,5275,1585,6605
1068,18,26124.392285689235,0.11415135146767502,1,384,38027,2172,39815
1069,67,49350.362600856795,0.049259747978802615,1,650,6178,1443,6971
1070,46,23972.626905482826,0.11846196914849327,1,399,5498,2098,7197
1071,67,21468.135689720566,0.5523620772948605,1,200,45947,1382,47129
1072,44,20983.827891583624,0.08937891227963018,1,41,9421,3001,12381
1073,36,26292.96991253922,0.1407361728887042,1,2096,7116,1356,6376
1074,44,20854.101737363275,0.05993393892702281,1,716,5466,1729,6479
1075,57,39529.589435807975,0.05892415420423312,1,36,14184,1859,16007
1076,20,34155.56108921481,0.16105532491396946,0,29,0,0,-29
1077,36,23811.670101728152,0.1040092755459252,0,2,0,0,-2
1078,54,20496.74351630748,0.0820370316731443,0,90,0,0,-90
1079,58,41464.09756032315,0.20825507469158613,1,400,6777,1896,8273
1080,19,22571.663214238026,0.08289070710675817,1,152,11151,1760,12759
1081,59,21504.000689909724,0.12027015558315327,1,686,8235,1677,9226
1082,20,39408.97556224858,0.23308995849205405,1,290,7408,1728,8846
1083,46,21261.551795769723,0.21909456899981708,0,5,0,0,-5
1084,34,21035.70220586948,0.20693272140408858,0,2,0,0,-2
1085,63,22950.81368412194,0.22900213843302483,0,14,0,0,-14
1086,46,22993.602328975307,0.32888814269802735,0,71,0,0,-71
1087,48,38377.47127507764,0.15084785038370832,1,71,10659,1811,12399
1088,65,21446.70620142289,0.07654089365885018,1,143,6893,3516,10266
1089,40,68223.31632304375,0.13258449612495862,1,24,9366,1408,10750
1090,45,26653.490746589716,0.009797873175604837,1,606,6762,2454,8610
1091,20,25780.382259939353,0.06948343480531362,1,530,10420,1337,11227
1092,32,49500.80397597491,0.023458135691545454,0,13,0,0,-13
1093,45,41263.44501484097,0.2935234354124921,1,552,5737,3654,8839
1094,46,42995.418066891594,0.027359952415192543,1,160,5548,1586,6974
1095,41,22517.67642591512,0.025371502845893148,1,1203,6172,15784,20753
1096,27,20892.699930898052,0.09443382163750094,1,252,6327,2012,8087
1097,47,28152.25930517697,0.4005140196145676,0,243,0,0,-243
1098,56,26055.884717891026,0.05706889652136677,1,236,5545,2443,7752
1099,38,24060.93729915571,0.003460283365411812,1,331,11359,2336,13364
1100,29,29282.040511802268,0.08552757164808722,0,62,0,0,-62
1101,41,21441.54329458182,0.10619097984202584,1,358,7578,2475,9695
1102,21,68984.45312267156,0.10037651639319908,1,684,6856,2093,8265
1103,24,28875.00550152189,0.13650872217524604,1,230,5244,1404,6418
1104,34,20807.005990656526,0.009410135943716614,1,118,6300,2252,8434
1105,22,26678.269288689116,0.006030120829769451,1,687,6404,1796,7513
1106,28,24859.869604719006,0.09896754045864278,1,285,15138,3321,18174
1107,68,28969.44012266571,0.41512476851071134,1,1562,6926,1976,7340
1108,37,21809.593172192515,0.0453109390121129,1,1111,28184,1462,28535
1109,29,50335.369081611025,0.12036958322232243,1,1361,7440,2694,8773
1110,66,20511.476614720006,0.009485272534603033,1,191,26789,3283,29881
1111,18,28914.222915579012,0.22032186362070555,0,22,0,0,-22
1112,38,35270.74780309636,0.1394844179901847,1,226,7772,1602,9148
1113,34,69459.07868995509,0.04833265900379452,1,1389,7653,1690,7954
1114,58,41159.812495711136,0.06259236208961103,1,1297,13989,2053,14745
1115,20,20318.901712259267,0.05374905632419123,0,52,0,0,-52
1116,45,27464.011184287992,0.17771983815478537,1,785,8926,1372,9513
1117,68,26584.611510948682,0.041668262689701856,1,47,6110,2583,8646
1118,63,27429.231452969972,0.12170055680311008,1,87,9636,1368,10917
1119,24,45292.92805706845,0.040050093797672257,0,87,0,0,-87
1120,58,23272.01613471455,0.0014603875090583227,1,173,15587,2126,17540
1121,67,61059.25866626216,0.0357494901526367,1,898,11021,1581,11704
1122,34,39379.75801365406,0.08264687561516647,0,50,0,0,-50
1123,21,22456.363881859186,0.003221664673766346,1,623,12310,1387,13074
1124,31,26453.50090738582,0.06976975216392185,1,331,56515,2010,58194
1125,51,20858.597607528314,0.06693886144517916,1,540,9029,1454,9943
1126,49,24017.07969795841,0.4257022521600913,0,14,0,0,-14
1127,19,49796.05233893959,0.4153670621457562,0,33,0,0,-33
1128,75,22985.902181427886,0.12338854867411281,1,126,29407,2558,31839
1129,65,23810.443911585084,0.17175463186602558,1,706,6096,1785,7175
1130,20,20353.015059610992,0.04674277430587315,1,32,5968,2106,8042
1131,54,31280.914138448315,0.046395361140482975,1,295,5547,1406,6658
1132,32,23915.353526444433,0.0004101128674188495,1,235,14318,1989,16072
1133,39,22224.111571536676,0.05721421014891957,1,374,5484,1905,7015
1134,23,36221.63518423465,0.05811271824736852,0,19,0,0,-19
1135,28,37666.81110645916,0.0036483712082780646,1,931,5551,1366,5986
1136,48,20873.978013978416,0.10873685007048135,1,152,5969,1721,7538
1137,37,22256.71036863475,0.12883681060171542,1,2523,6683,1431,5591
1138,68,34156.97470790814,0.0042582473568397484,1,78,5836,1392,7150
1139,18,24703.26680037007,0.2728337353672746,0,56,0,0,-56
1140,28,23841.661821302394,0.17865383409377084,1,320,6966,1511,8157
1141,37,26453.021153611156,0.07453135970376105,0,25,0,0,-25
1142,57,28609.603073453483,0.09693760346541365,1,424,12741,1576,13893
1143,44,21913.74761711471,0.039827182986064046,1,193,6873,3473,10153
1144,49,42786.19810282735,0.000704841064044675,1,248,7732,2292,9776
1145,70,24042.67808001261,0.024698725110972573,1,198,5774,1422,6998
1146,34,21251.622926279437,0.051734356453418555,1,237,5841,1757,7361
1147,63,47897.32240557844,0.046532872562858034,1,694,10987,2889,13182
1148,28,30861.76490641273,0.1387149888003623,0,44,0,0,-44
1149,74,21432.782698959123,0.11624991669493225,1,75,5717,2025,7667
1150,33,22184.531647922373,0.27928850125320676,1,70,10135,1639,11704
1151,58,38350.569940730646,0.02658127832768758,1,68,6748,1563,8243
1152,34,20563.754636924186,0.04499886582714424,1,367,8712,1339,9684
1153,26,20516.02439431495,0.009381899315082046,0,29,0,0,-29
1154,44,23112.2634790117,0.08264131198400876,1,1429,6813,1390,6774
1155,39,41765.49238195022,0.15605428254327117,1,165,5517,1483,6835
1156,20,20868.307990833066,0.24236625046603846,1,993,11174,1480,11661
1157,41,20301.45816671511,0.0795192463351638,1,342,8799,1720,10177
1158,54,82739.1585324095,0.002512294897312816,1,362,14118,1423,15179
1159,18,28982.640583086515,0.3658190532831021,0,13,0,0,-13
1160,73,20587.84830351298,0.13179014291839694,0,16,0,0,-16
1161,25,26848.97319628777,0.03548784320612108,1,759,5592,1560,6393
1162,44,25335.957668865987,0.3101476561260171,0,108,0,0,-108
1163,27,22385.78795724636,0.046314562537291146,1,34,5586,1565,7117
1164,23,30648.35556940151,0.21816451348206248,1,611,12531,1638,13558
1165,21,23145.53747457562,0.18925387985093373,1,1637,6729,1359,6451
1166,69,49644.779374192156,0.18140095476428214,0,0,0,0,0
1167,42,25132.006060315565,0.2192864875015499,0,2,0,0,-2
1168,31,26644.570594085635,0.23462538024757398,1,889,10135,1487,10733
1169,44,26774.272259241516,0.0655865132404042,1,362,12069,1384,13091
1170,33,54975.153619641766,0.06567566161722677,1,510,5884,1359,6733
1171,38,22625.451114275045,0.14979907221761493,1,329,12015,1587,13273
1172,28,20303.8511009313,0.18355159005674246,0,16,0,0,-16
1173,27,21499.55395688607,0.051356410916435544,1,531,6147,1790,7406
1174,47,70705.8021427426,0.04348274271445859,0,49,0,0,-49
1175,39,28444.300918971574,0.050988479102770774,0,105,0,0,-105
1176,38,30703.309100535007,0.01965017216506985,1,582,13495,2251,15164
1177,19,30740.056354661727,0.07765521524187344,1,305,6742,1531,7968
1178,21,27183.62406717346,0.069206405325893,0,1,0,0,-1
1179,65,22626.095512283744,0.08980609016211763,1,400,7778,1729,9107
1180,47,22277.62855733597,0.06160277136640188,0,15,0,0,-15
1181,37,50832.90425553546,0.1450658565787425,1,5,7087,1467,8549
1182,42,20384.952734785817,0.12733003805854823,1,986,17994,2587,19595
1183,61,21424.48009870967,0.10521323113847818,1,274,5964,1856,7546
1184,36,36572.895709706274,0.0032452806573204356,1,552,8267,5611,13326
1185,37,27740.113996784617,0.027106679771768716,1,230,5545,2063,7378
1186,27,24550.92828817562,0.261431818036714,0,41,0,0,-41
1187,30,21742.11942429582,0.0935263883595215,1,214,6114,2281,8181
1188,19,23272.050242446745,0.09839301689401388,1,38,7681,2019,9662
1189,75,27144.317701016138,0.19028984723507597,1,343,5273,2433,7363
1190,47,20340.96538548128,0.08396450427950776,1,739,6532,1531,7324
1191,68,45158.39917444822,0.15801278503562144,1,649,5482,1861,6694
1192,31,27595.086641276688,0.04963472666812613,1,363,7069,1482,8188
1193,18,23051.45088578496,0.3059293105701152,0,249,0,0,-249
1194,42,22835.110864568916,0.05080408119634937,1,217,6334,2185,8302
1195,42,24180.771586513587,0.27208812881654965,1,638,5860,4494,9716
1196,46,22833.359197816946,0.04761154026173414,1,127,8784,1684,10341
1197,19,37242.75275521572,0.12332290349877653,1,502,25305,2420,27223
1198,27,20233.752373082807,0.17790042946403967,0,161,0,0,-161
1199,18,22164.303160909083,0.3448063412036329,1,195,7664,1582,9051
1200,34,37445.77241612768,0.22937146465833103,1,1714,6020,1824,6130
1201,59,35369.09185889313,0.17302547838466506,0,54,0,0,-54
1202,68,20806.51089249644,0.15369277140905316,0,89,0,0,-89
1203,23,23924.542967796366,0.012847614362972631,1,227,14213,1354,15340
1204,26,28213.001964019968,0.019415457877167933,1,374,6986,1466,8078
1205,67,25664.469069154515,0.23894884758496374,1,512,10782,2491,12761
1206,39,24288.493404446897,0.34501835601501496,1,65,6067,2958,8960
1207,23,21852.69631479404,0.07523124185453946,1,623,6505,2032,7914
1208,33,21513.9438883886,0.10777628552872379,1,264,5502,1360,6598
1209,64,32192.33724599677,0.18254764747341537,1,1034,5823,2848,7637
1210,60,24273.96180271935,0.2062825325847563,1,329,7191,1344,8206
1211,32,21277.240015708758,0.0012857198555800797,1,281,14405,2158,16282
1212,61,37449.33941430287,0.14502545315346363,1,668,10558,1378,11268
1213,29,27551.349426059485,0.031686347695227386,1,413,7898,1883,9368
1214,52,32182.556562972117,0.07682605010712233,1,850,5625,1528,6303
1215,38,21530.34462386189,0.04433988682427075,0,75,0,0,-75
1216,73,22022.30987535136,0.002797749704708731,1,1604,7653,2367,8416
1217,59,27766.519152204506,0.11354796790185945,1,184,8260,2437,10513
1218,24,124485.30427978205,0.05560005219387,1,704,6300,1887,7483
1219,53,30659.128273198276,0.058418799175029464,1,695,5401,1778,6484
1220,24,21100.64993950959,0.06327275004024885,0,39,0,0,-39
1221,22,20388.177534226543,0.10296590302175468,0,3,0,0,-3
1222,22,33436.35165966815,0.047820492067968685,0,72,0,0,-72
1223,29,56325.00611453774,0.2679838903794904,1,1031,5568,2173,6710
1224,45,23250.442513013735,0.09303939914526908,1,486,9202,1480,10196
1225,31,30518.542803785425,0.13280577585183811,1,1357,7449,2145,8237
1226,61,27793.34697691051,0.18131242863174685,1,495,5348,2095,6948
1227,61,33276.295406984354,0.3312078961876975,1,650,17393,1386,18129
1228,35,30815.964020299063,0.14304122148536672,1,173,8663,1752,10242
1229,27,46349.745329490965,0.09708174581389062,1,642,11520,2887,13765
1230,26,31852.541310040113,0.048542291031324986,1,836,5483,1606,6253
1231,25,21858.135275050267,0.06255319378303692,0,183,0,0,-183
1232,50,27169.33142169217,0.17532193045670996,1,491,7256,1754,8519
1233,48,29082.69307897805,0.01773459478872079,1,471,6860,1404,7793
1234,19,24496.89272276847,0.15493311887511413,1,543,6166,2986,8609
1235,34,30817.104825949278,0.34385224613373655,1,1168,8745,1648,9225
1236,20,22187.65968195961,0.2161750189944112,0,3,0,0,-3
1237,25,21074.144607752587,0.31897986403679285,0,68,0,0,-68
1238,58,22455.049703143988,0.0922835052341409,1,167,5765,1657,7255
1239,37,20485.519791939947,0.42140706317477267,1,704,6829,2021,8146
1240,54,24886.222418786114,0.1097514407666272,1,1908,5689,2247,6028
1241,63,31951.697833128073,0.041680103893824476,1,285,6742,1667,8124
1242,54,30676.55520607605,0.061164606632465854,1,464,14946,1475,15957
1243,49,25681.852860805553,0.006732601391036201,1,222,6579,1374,7731
1244,34,30010.003815167052,0.19100705676552643,1,350,6240,1401,7291
1245,51,35676.93091204095,0.2704720508263671,0,14,0,0,-14
1246,36,33382.85967808947,0.1996255338147316,1,772,7167,1954,8349
1247,28,21642.328685379416,0.09626704033199947,1,1739,11548,1440,11249
1248,30,20180.962326090026,0.16902762418945397,1,783,5280,1480,5977
1249,54,22871.183502787775,0.15714382679342,1,105,6675,1714,8284
1250,44,53716.679114260645,0.0738220381511056,1,226,14394,1380,15548
1251,48,20106.946911547773,0.0030773316157450903,1,163,6227,1638,7702
1252,31,27566.728677037856,0.12411735164441845,0,54,0,0,-54
1253,31,60038.83841115602,0.01218245504309526,0,28,0,0,-28
1254,26,36616.715384827854,0.07932010258975469,1,191,7443,3353,10605
1255,36,39624.81615424749,0.028876221171641934,1,82,6035,1790,7743
1256,44,35767.68167422495,0.2765944561862375,0,16,0,0,-16
